Title,Category,Questions Average BLEU,Options Average BLEU
The importance of focus - Richard St. John,Motivation and Emotion,0.691742541,0.478170646
Why is ketchup so hard to pour? - George Zaidan,Science & Technology,0.733901656,0.276994884
The chemistry of cold packs - John Pollard,Science & Technology,0.706557192,0.153935278
The Pangaea Pop-up - Michael Molina,Earth and Space Science,0.723329748,0.507516791
Under the hood: The chemistry of cars - Cynthia Chubbuck,"Design, Engineering & Technology",0.698166874,0.400519302
4 lessons from robots about being human - Ken Goldberg,Engineering,0,0
Eyes on the stars,Earth and Space Science,0.744658995,0.738185144
Big rig myths: bicycle drafting,Science & Technology,0.746859811,0.382320202
Why I'm a weekday vegetarian - Graham Hill,Health,0.711390449,0.451845755
High-altitude wind energy from kites! - Saul Griffith,"Design, Engineering & Technology",0.706190494,0.558305097
How do scars form? - Sarthak Sinha,Life Sciences,0.692035107,0.386867184
Which came first: the chicken or the egg?,Life Sciences,0.698773711,0.786006509
On exploring the oceans - Robert Ballard,Earth and Space Science,0,0
Four sisters in Ancient Rome - Ray Laurence,History,0.746804624,0.157177922
A trip through space to calculate distance - Heather Tunnell,Numbers & Operations,0.729836871,0.41859238
Different ways of knowing - Daniel Tammet,Psychology,0.683215397,0.595802352
The mystery of motion sickness - Rose Eveleth,Life Sciences,0.726309608,0.582175209
Two objects. Same room. Two different temperatures?,Physical Science,0.715202981,0.37537473
Neodymium - Periodic Table of Videos,Physical Science,0.75880103,0.259527277
"The weird, wonderful world of bioluminescence - Edith Widder",Life Sciences,0,0
Barium - Periodic Table of Videos,Physical Science,0.732614421,0.461146577
An interview with Vusi Mahlasela,Performing Arts,0.762296451,0.549598571
Mysteries of vernacular: Clue - Jessica Oreck,Literature & Language,0.756502396,0.578128219
Nickel - Periodic Table of Videos,Physical Science,0.778378539,1
Ununoctium - Periodic Table of Videos,Physical Science,0.746624712,0.507515858
Parasite tales: The jewel wasp's zombie slave - Carl Zimmer,Life Sciences,0.757928121,0.156634493
Visualizing hidden worlds inside your body - Dee Breger,Visual Arts,0.775243957,0.753342812
How the mantis shrimp can break glass,Science & Technology,0.722074558,0.330793015
Tracking grizzly bears from space - David Laskin,Life Sciences,0.742297733,0.724721383
Toward a new understanding of mental illness - Thomas Insel,Emotional Health,0,0
Poison vs. venom: What's the difference? - Rose Eveleth,Life Sciences,0.763317157,0.463341043
Why don't oil and water mix? - John Pollard,Physical Science,0.719929656,0.056507814
Why do we have to wear sunscreen? - Kevin P. Boyd,Public Health,0.742631505,0.376278123
Detention or Eco Club: Choosing your future - Juan Martinez,Philosophy,0.77297338,0.596202148
How a wound heals itself - Sarthak Sinha,Physical Science,0.711240752,0.381051178
Praseodymium - Periodic Table of Videos,Physical Science,0.720195996,0.581359862
Cicadas: The dormant army beneath your feet - Rose Eveleth,Life Sciences,0.722407459,0.403792535
Carbon - Periodic Table of Videos,Physical Science,0.75434145,0.359032618
The science of attraction - Dawn Maslar,Life Sciences,0.771735103,0.457203262
Hassium - Periodic Table of Videos,Physical Science,0.759494154,0.895123702
Calcium - Periodic Table of Videos,Physical Science,0.729908974,0.070512178
The search for other Earth-like planets - Olivier Guyon,Earth and Space Science,0.720666445,0.461412032
Early forensics and crime-solving chemists - Deborah Blum,Physical Science,0.731756654,0.360344041
Flerovium (NEW ELEMENT!) - Periodic Table of Videos,Physical Science,0.746320673,1
How I fell in love with a fish - Dan Barber,Consumer Health,0,0
Mysteries of vernacular: Jade - Jessica Oreck and Rachael Teel,Linguistics,0.746445389,0.48942888
Mysteries of vernacular: Odd - Jessica Oreck and Rachael Teel,Linguistics,0.736299861,0.708052578
Mysteries of vernacular: X-ray - Jessica Oreck and Rachael Teel,Technology,0.731626633,0.274311778
Samarium - Periodic Table of Videos,Physical Science,0.735321763,0.437082369
The coming neurological epidemic - Gregory Petsko,Medical Conditions,0.682917451,0.540378906
The tribes we lead - Seth Godin,Social Psychology,0,0
"Getting started as a DJ: Mixing, mashups and digital turntables - Cole Plante",Performing Arts,0.71697374,0.32582921
Phosphorus - Periodic Table of Videos,Physical Science,0.726808999,0.160602073
A mathematical fable,Mathematics,0.665309184,0.626607745
Biofuels and bioprospecting for beginners - Craig A. Kohn,Engineering,0.709328192,0.178815181
The hidden power of smiling - Ron Gutman,Psychology,0.688847119,0.52570258
The science of stage fright (and how to overcome it) - Mikael Cho,Performing Arts,0.73597842,0.35328006
Why do Americans and Canadians celebrate Labor Day? - Kenneth C. Davis,History,0.743387095,0.456021889
What happens when you get heat stroke? - Douglas J. Casa,Public Health,0.722488265,0.38321792
"Conserving our spectacular, vulnerable coral reefs - Joshua Drew",Earth and Space Science,0.748487383,0.259462966
An athlete uses physics to shatter world records - Asaf Bar-Yosef,Physical Science,0.792331518,0.610406445
Protactinium (new) - Periodic Table of Videos,Physical Science,0.762262581,0.431557373
Ideasthesia: How do ideas feel? - Danko Nikoli??,"Consciousness, Sensation and Perception",0.648755478,0.392335485
The mystery of chronic pain - Elliot Krane,Medical Conditions,0.747916426,0.30048712
Mysteries of vernacular: Yankee - Jessica Oreck and Rachael Teel,Linguistics,0.734057741,0.471024644
Da Vinci's Vitruvian Man of math - James Earle,Visual Arts,0.694029338,0.335101007
How do you decide where to go in a zombie apocalypse? - David Hunter,Geography,0.724661587,0.363810146
The beloved Brontosaurus and naked T-rex,Science & Technology,0.671891328,0.078991543
The sweaty teacher's lament,Performing Arts,0.712339094,0.459165729
Do the green thing - Andy Hobsbawm,Environmental Science,0.738694764,0.40753294
Mysteries of vernacular: Lady - Jessica Oreck and Rachael Teel,Linguistics,0.719816361,0.454217116
On being wrong - Kathryn Schulz,Psychology,0,0
A giant bubble for debate - Liz Diller,The Arts,0,0
Does racism affect how you vote? - Nate Silver,Sociology,0,0
How much does a video weigh? - Michael Stevens of Vsauce,Technology,0.690969614,0.59493515
Building the Seed Cathedral - Thomas Heatherwick,Design,0,0
Caesium or Cesium - Periodic Table of Videos,Physical Science,0.718550631,0.481255954
How photography connects us - David Griffin,Visual Arts,0,0
Mysteries of vernacular: Zero - Jessica Oreck and Rachael Teel,Linguistics,0.686325974,0.313750141
Four ways to understand the Earth's age - Joshua M. Sneideman,Earth and Space Science,0.660989683,0.51074799
Fresh water scarcity: An introduction to the problem - Christiana Z. Peppard,Public Health,0.696566524,0.983171884
Making a TED-Ed Lesson: Bringing a pop-up book to life,Visual Arts,0.755030383,0.598190745
Why extremophiles bode well for life beyond Earth - Louisa Preston,Earth and Space Science,0.655946053,0.722536264
Myths and misconceptions about evolution - Alex Gendler,Life Sciences,0.75522855,0.349599241
"Cheese, dogs and a pill to kill mosquitoes and end malaria - Bart Knols",Public Health,0.684028176,0.248535463
Meitnerium - Periodic Table of Videos,Physical Science,0.803402857,0.482240113
DNA: The book of you - Joe Hanson,Life Sciences,0.762021773,0.251683426
How to understand power - Eric Liu,Civics,0.758133645,0.366777016
Xenon - Periodic Table of Videos,Physical Science,0.752993675,0.243725761
The Haber process,Physical Science,0.73642367,0.318883849
Slowing down time (in writing & film) - Aaron Sitze,Writing/Composition,0.765506355,0.124873452
A new ecosystem for electric cars - Shai Agassi,Environmental Science,0,0
String theory and the hidden structures of the universe - Clifford Johnson,Earth and Space Science,0.690408509,0.488553489
Can we eat to starve cancer? - William Li,Life Sciences,0,0
Want to be happier? Stay in the moment - Matt Killingsworth,Social Psychology,0,0
The limit does not exist,Mathematics,0.683059012,0.6704118
From outer space to under our skin: a look at the universe,Earth and Space Science,0.665447985,0.351795934
How taking a bath led to Archimedes' Principle - Mark Salata,Measurement,0.822090465,0.348619822
Making a TED-Ed Lesson: Synesthesia and playing cards,Visual Arts,0.731631687,0.657878571
Understanding overfishing,Consumer Health,0.713517513,0.471334046
University of the Arts Commencement 2012 - Neil Gaiman,Motivation and Emotion,0,0
Inside OKCupid: The math of online dating - Christian Rudder,Data Analysis & Probability,0,0
Navigating Our Global Future - Ian Goldin,Area Studies,0.67101022,0.401824429
The city of walls: Constantinople - Lars Brownworth,History,0.695151452,0.342604596
Supercharged motorcycle design - Yves Behar,"Design, Engineering & Technology",0.738176706,0.45346955
A new way to diagnose autism - Ami Klin,Medical Conditions,0,0
Weaving narratives in museum galleries - Thomas P. Campbell,Visual Arts,0,0
Seeing a sustainable future - Alex Steffen,Design,0,0
The birth of a word - Deb Roy,Data Analysis & Probability,0,0
Dare to educate Afghan girls - Shabana Basij-Rasikh,Education Leadership,0.71925544,0.305548869
Become a slam poet in five steps - Gayle Danley,Performing Arts,0.729240705,0.425342483
The genius of Mendeleev's periodic table,Physical Science,0.703977779,0.315877368
Toward a science of simplicity - George Whitesides,"Design, Engineering & Technology",0,0
"The Higgs Field, explained - Don Lincoln",Physical Science,0.69787446,0.614725368
Network theory - Marc Samet,Technology,0.679372238,0.305851142
Free falling in outer space - Matt J. Carlson,Physical Science,0.699008753,0.50086062
"Curiosity, discovery and gecko feet - Robert Full",Life Sciences,0.806540195,0.473829643
Mysteries of vernacular: Earwig - Jessica Oreck and Rachael Teel,Life Sciences,0.723268083,0.253746564
Greeting the world in peace - Jackie Jenkins,Philosophy,0.735284398,0.312507965
Whatever happened to acid rain? - Joseph Goffman,Environmental Science,0.697827882,0.354770098
Gettysburg College Commencement 2012 - Jacqueline Novogratz,Motivation and Emotion,0,0
How inventions change history (for better and for worse) - Kenneth C. Davis,Technology,0.724343919,0.364138535
"History's ""worst"" nun - Theresa A. Yugar",History,0.754493252,0.519279548
What would happen if you didn't drink water? - Mia Nacamulli,Nutrition,0.704186569,0.876073843
Where we get our fresh water - Christiana Z. Peppard,Environmental Science,0.731907163,0.355882797
Illuminating photography: From camera obscura to camera phone - Eva Timothy,Technology,0.686881909,0.700555425
From mach-20 glider to humming bird drone - Regina Dugan,Engineering,0,0
The mysterious workings of the adolescent brain - Sarah-Jayne Blakemore,Developmental Psychology,0,0
Mysteries of vernacular: Quarantine - Jessica Oreck and Rachael Teel,Linguistics,0.713189413,0.600756194
Euclid's puzzling parallel postulate - Jeff Dekofsky,Geometry,0.774982076,0.238632804
The science of macaroni salad: What's in a mixture? - Josh Kurz,Physical Science,0.771633939,0.320660495
The real origin of the franchise - Sir Harold Evans,History,0.744641682,0.590277565
Speech acts: Constative and performative - Colleen Glenney Boggs,Literature & Language,0.775837675,0.260395194
How giant sea creatures eat tiny sea creatures - Kelly Benoit-Bird,Life Sciences,0.704294538,0.357302952
A tap dancer's craft - Andrew Nemr,Performing Arts,0.756800347,0.384514172
What happens if you guess? - Leigh Nataro,Data Analysis & Probability,0.677401998,0.831103221
Notes of a native son: The world according to James Baldwin - Christina Greer,Literature & Language,0.728532836,0.421240724
Rapid prototyping Google Glass - Tom Chi,Technology,0.717220056,0.195593382
Three anti-social skills to improve your writing - Nadia Kalman,Writing/Composition,0.733429694,0.378093842
Who decides what's in the dictionary? - Ilan Stavans,Literature & Language,0.705461331,0.34386149
SpongeBob's house is not a pineapple,Numbers & Operations,0.67556022,0.527334638
Mysteries of vernacular: Miniature - Jessica Oreck,Linguistics,0.783310674,0.312782873
Sending a sundial to Mars - Bill Nye,Technology,0.708777697,0.313427526
The beautiful tricks of flowers - Jonathan Drori,Environmental Science,0,0
When ancient wisdom beats modern industry - Rebecca Webster,Social Studies,0.766307475,0.322867305
Introducing TED-Ed: Lessons Worth Sharing,Teaching & Education,0.800919562,0.415145884
Haptography: Digitizing our sense of touch - Katherine Kuchenbecker,Technology,0.735338079,0.494946238
How Curiosity got us to Mars - Bobak Ferdowsi,Technology,0.725769072,0.582040598
A day in the life of a Celtic Druid - Philip Freeman,History,0.702044044,0.426039453
What happens when you have a concussion? - Clifford Robbins,Medical Conditions,0.795587557,0.30259315
Mining literature for deeper meanings - Amy E. Harter,Literature,0.715478898,0.192345072
Beatboxing 101 - BEAT NYC,Performing Arts,0.709182676,0.590229929
Historical role models - Amy Bissetta,History,0.723395575,0.565921073
Insights into cell membranes via dish detergent - Ethan Perlstein,Life Sciences,0.716234127,0.591064925
History's deadliest king - Georges Nzongola-Ntalaja,Social Studies,0.743627297,0.396713709
Are we ready for neo-evolution? - Harvey Fineberg,Life Sciences,0,0
How to take a great picture - Carolina Molinari,Technology,0.799212898,0.625587574
Would you weigh less in an elevator? - Carol Hedden,Physical Science,0.734632715,0.245625526
What is color? - Colm Kelleher,Physical Science,0.777669388,0.440656243
Capturing authentic narratives - Michele Weldon,Media and Journalism,0.707333177,0.539268006
The most groundbreaking scientist you've never heard of - Addison Anderson,History,0.808022791,0.192597504
Learning from past presidents - Doris Kearns Goodwin,Civics,0,0
How does an atom-smashing particle accelerator work? - Don Lincoln,Technology,0.7350783,0.364606265
In praise of slowness - Carl Honore,Attention and Engagement,0,0
How pandemics spread - Mark Honigsbaum,Public Health,0.69459505,0.388768781
Rethinking thinking - Trevor Maber,Social Psychology,0.752523901,0.277241108
The California gold rush: an American story,Social Studies,0.684581161,0.229363434
"Demolition, disease, and death: Building the Panama Canal - Alex Gendler","Design, Engineering & Technology",0.693696144,0.320505918
"How bacteria ""talk"" - Bonnie Bassler",Life Sciences,0,0
The 3 A's of awesome - Neil Pasricha,Health,0,0
What would happen if everyone stopped eating meat tomorrow? - Carolyn Beans,Health,0.689851471,0.459019049
The mathematics of history - Jean-Baptiste Michel,Data Analysis & Probability,0.685376602,0.262960589
Why are blue whales so enormous? - Asha de Vos,Life Sciences,0.711837479,0.054200692
The murder of ancient Alexandria's greatest scholar - Soraya Field Fiorio,Science & Technology,0.796200036,0.411474375
The magic of Vedic math - Gaurav Tekriwal,Numbers & Operations,0.768006429,0.70476298
What is chromatography?,Environmental Science,0.745934584,0.339102246
Image recognition that triggers augmented reality - Matt Mills,Technology,0.665286037,0.149385734
The lost art of democratic debate - Michael Sandel,Civics,0,0
The electrifying speeches of Sojourner Truth - Daina Ramey Berry,Social Studies,0.716713939,0.775109594
Gyotaku: The ancient Japanese art of printing fish - K. Erica Dodge,Visual Arts,0.79696053,0.35180066
How fiction can change reality - Jessica Wise,Literature,0.722547706,0.258507291
Digging for humanity's origins - Louise Leakey,Anthropology,0,0
"Why is there a ""b"" in doubt? - Gina Cooke",Linguistics,0.70997997,0.385366284
The shape-shifting future of the mobile phone - Fabian Hemmert,Technology,0.735032836,0.221883088
How to use experts---and when not to - Noreena Hertz,Problem Solving,0,0
How your digestive system works - Emma Bryce,Health,0.732248285,0.701306237
"Symmetry, reality's riddle - Marcus du Sautoy",Geometry,0,0
How does math guide our ships at sea? - George Christoph,Algebra,0.715369467,0.623479834
How the world's tallest skyscraper was built - Alex Gendler,"Design, Engineering & Technology",0.69696962,0.381981383
Don't misrepresent Africa - Leslie Dodson,Sociology,0,0
On reading the Koran - Lesley Hazleton,Philosophy & Religion,0.706763845,0.49804924
Four principles for the open world - Don Tapscott,Technology,0,0
How Caffeine Works,Nutrition,0.768549262,0.440065734
The human and the honeybee - Dino Martins,Life Sciences,0.708770217,0.144058742
The rise and fall of history's first empire - Soraya Field Fiorio,History,0.774085217,0.561122132
The woman who stared at the sun - Alex Gendler,Social Studies,0.84991893,0.427585558
What is Zeno's Dichotomy Paradox? - Colm Kelleher,Measurement,0.720640265,0.221165521
Evolution in a big city - Jason Munshi-South,Technology,0.730743536,0.24997742
Losing everything - David Hoffman,Motivation and Emotion,0.69418858,0.572466623
How our siblings shape who we are - Jeff Kluger,Psychology,0,0
Situational irony: The opposite of what you think - Christopher Warner,Literature,0.72800197,0.324635378
Your elusive creative genius - Elizabeth Gilbert,Writing/Composition,0,0
We need to talk about an injustice - Bryan Stevenson,Social Studies,0,0
"Logarithms, explained - Steve Kelly",Numbers & Operations,0.795347082,0.264214325
The best kindergarten you've ever seen - Takaharu Tezuka,"Design, Engineering & Technology",0.68082722,0.512014777
The power of introverts - Susan Cain,Personality,0,0
The hidden life of Rosa Parks - Rich?? D. Richardson,Social Studies,0.742856373,0.581876914
Why do we have belly buttons?,Science & Technology,0.771829287,0.334187864
How art gives shape to cultural change - Thelma Golden,Value of the Arts,0,0
What on Earth is spin? - Brian Jones,Earth and Space Science,0.758234882,0.196908137
Time-lapse proof of extreme ice loss - James Balog,Environmental Science,0,0
Does stress cause pimples? - Claudia Aguirre,Life Sciences,0.699263609,0.656394662
Describing the invisible properties of gas - Brian Bennett,Physical Science,0.763174249,0.242018553
This tool will help improve your critical thinking - Erick Wilberding,Thinking & Learning,0.73856256,0.49563595
Sex determination: More complicated than you thought - Aaron Reedy,Life Sciences,0.724189468,0.239049024
Every city needs healthy honey bees - Noah Wilson-Rich,Environmental Science,0,0
?€?th' ?€?f' ?€?v' are often confused | Learn how to use speech therapy,Speaking,0.70264982,0.522221991
How containerization shaped the modern world - Sir Harold Evans,History,0.713869151,0.813502234
Making a TED-Ed Lesson: Creative process,"Design, Engineering & Technology",0.632735907,0.330069791
Is light a particle or a wave? - Colm Kelleher,Physical Science,0.73677825,0.582844807
The most successful pirate of all time - Dian Murray,Literature,0.744428146,0.36251467
Why doesn't the Leaning Tower of Pisa fall over? - Alex Gendler,"Design, Engineering & Technology",0.695899388,0.239289739
The sexual deception of orchids - Anne Gaskett,Science & Technology,0.706936597,0.267738932
Solving the puzzle of the periodic table - Eric Rosado,Science & Technology,0.718860734,0.536229212
The historical audacity of the Louisiana Purchase - Judy Walton,Civics,0.725381753,0.389885513
The history of keeping time - Karen Mensing,Technology,0.740437336,0.595166071
On being a woman and a diplomat - Madeleine Albright,Civics,0,0
How exactly does binary code work? - Jos?? Am??rico N L F Freitas,Mathematics,0.774436647,0.352002177
The beautiful math of coral - Margaret Wertheim,Value of the Arts,0,0
The world needs all kinds of minds - Temple Grandin,Cognition and Learning,0,0
A brie(f) history of cheese - Paul S. Kindstedt,History,0.708616036,0.334954815
"The ABC's of gas: Avogadro, Boyle, Charles - Brian Bennett",Physical Science,0.696992008,0.114630438
Are all of your memories real? - Daniel L. Schacter,Psychology,0.702970111,1
How did teeth evolve? - Peter S. Ungar,Health,0.698342397,0.222323185
Ugly History: The Spanish Inquisition - Kayla Wolf,Philosophy & Religion,0.744560077,1
An antihero of one's own - Tim Adams,Literature,0.741521304,0.185842956
The 5 fabulous food groups,Nutrition,0.823094377,0.685540366
An unsung hero of the civil rights movement - Christina Greer,Social Studies,0.747831151,0.515135912
"One of the most ""dangerous"" men in American history - Keenan Norris",Social Studies,0.787455929,0.314692828
Poetic stickup: Put the financial aid in the bag - Carvens Lissaint,Speaking,0.695617943,0.534422869
"Write your story, change history - Brad Meltzer",Motivation and Emotion,0,0
How corn conquered the world - Chris A. Kniesly,History,0.709698341,0.646244667
How Phillis Wheatley captured the attention of the world - Charita Gainey,Philosophy,0.735543895,0.647416786
Inside a cartoonist's world - Liza Donnelly,Visual Arts,0.72706476,0.183378367
Music as a language - Victor Wooten,Performing Arts,0.702590465,0.33807872
How algorithms shape our world - Kevin Slavin,Global Economics,0,0
The last chief of the Comanches and the fall of an empire - Dustin Tahmahkera,Social Studies,0.725461432,0.88396278
Would you sacrifice one person to save five? - Eleanor Nelsen,Motivation and Emotion,0.633907796,0.07075743
What is the coldest thing in the world? - Lina Marieth Hoyos,Science & Technology,0.739127244,0.253607845
The story behind your glasses - Eva Timothy,Technology,0.748995433,0.870089056
How does artificial intelligence learn? - Briana Brownell,"Design, Engineering & Technology",0.664898685,0.215537477
Open letter to the president: Physics education,Physical Science,0.654953496,0.265733338
Why people fall for misinformation - Joseph Isaac,Thinking & Learning,0.687530692,0.279030956
Why is Marie Antoinette so controversial? - Carolyn Harris,Social Studies,0.756961635,0.457579166
How the Grinch Stole Christmas - Read aloud picture book,Literature,0,0
The tragic myth of Orpheus and Eurydice - Brendan Pelsue,Literature & Language,0.771598271,0.653384845
How CRISPR lets you edit DNA - Andrea M. Henle,Science & Technology,0.773435949,0.353090405
Stories: Legacies of who we are - Awele Makeba,Performing Arts,0,0
How to defeat a dragon with math - Garth Sundem,Numbers & Operations,0.702064716,0.409043102
How does money laundering work? - Delena D. Spann,History,0.745366908,0.28884132
How do nerves work? - Elliot Krane,Life Sciences,0.72620947,0.415778438
The power of simple words - Terin Izil,Writing/Composition,0.675391182,0.360342677
Radioactivity: Expect the unexpected - Steve Weatherall,Physical Science,0.693419546,0.6066327
The physics of roller coasters,"Design, Engineering & Technology",0.718399177,0.571763431
Why it pays to work hard - Richard St. John,Motivation and Emotion,0.690975967,0.421623473
"The myth of Anansi, the trickster spider - Emily Zobel Marshall",Literature & Language,0.768436836,0.33046322
How did trains standardize time in the United States? - William Heuisler,Technology,0.715739745,0.503140497
Can loud music damage your hearing? - Heather Malyuk,Health,0.697644323,0.966324855
The meaning of life according to Simone de Beauvoir - Iseult Gillespie,The Arts,0.729622201,0.379046758
History through the eyes of the potato - Leo Bear-McGuinness,Social Studies,0.71716057,0.632190278
Jamestown Settlement | Jamestown Colony | Educational story for kids,History,0.772231983,0.337158459
Why are we so attached to our things? - Christian Jarrett,Motivation and Emotion,0.693658302,0.170175353
How breathing works - Nirvair Kaur,Physical Fitness,0.695159536,0.646219801
How does the immune system work? - Emma Bryce,Health,0.76637165,0.395032123
How to 3D print human tissue - Taneka Jones,"Design, Engineering & Technology",0.790897099,0.536549268
Should we be looking for life elsewhere in the universe? - Aomawa Shields,Earth and Space Science,0.766743017,0.481994499
Learn to read Chinese ... with ease!,Literature & Language,0.705163084,1
A needle in countless haystacks: Finding habitable worlds - Ariel Anbar,Earth and Space Science,0.751692779,0.23551874
The rise of modern populism - Takis S. Pappas,Social Studies,0.722365266,0.377174638
What if cracks in concrete could fix themselves? - Congrui Jin,Science & Technology,0.792046783,0.359318501
"Why should you read ""Fahrenheit 451""? - Iseult Gillespie",Literature & Language,0.760582593,0.605534437
The secret life of plankton - Tierney Thys,Nature of Science,0.767990003,0.547446561
History's deadliest colors - J. V. Maranto,History,0.713423217,0.645235435
Sticky i | Learn to read | Ci Si and Ti sounds,Literature & Language,0.735925862,0.85211931
What Aristotle and Joshua Bell can teach us about persuasion - Conor Neill,Social Psychology,0.741582107,0.354071713
How big is infinity? - Dennis Wildfogel,Numbers & Operations,0,0
A journey through the human eye,Health,0.739055398,0.488349016
"Why do we, like, hesitate when we, um, speak? - Lorenzo Garcia-Amaya",Literature & Language,0.733042137,0.230838969
A warm embrace that saves lives - Jane Chen,Medical Conditions,0.735618061,0.343068531
The key to media's hidden codes - Ben Beaton,Information Literacy,0.729334666,0.367971078
How polarity makes water behave strangely - Christina Kleinberg,Physical Science,0.765335943,0.167429064
Symbiosis: A surprising tale of species cooperation - David Gonzales,Life Sciences,0.74617782,0.194460701
How to see more and care less: The art of Georgia O'Keeffe - Iseult Gillespie,History,0.717070654,0.588263625
Are there universal expressions of emotion? - Sophie Zadeh,Health,0.723271732,0.610598836
Why do airlines sell too many tickets? - Nina Klietsch,Mathematics,0.791858014,0.243999898
The best way to apologize (according to science),Psychology,0.769027167,0.366137225
The twisting tale of DNA - Judith Hauck,Life Sciences,0.764815105,0.325112972
How stretching actually changes your muscles - Malachy McHugh,Health,0.727865479,0.152357512
The history of Tea - Shunan Teng,History,0.742095967,0.303263002
How did Hitler rise to power? - Alex Gendler and Anthony Hazard,History,0.728368859,0.368871882
"Vultures: The acid-puking, plague-busting heroes of the ecosystem - Kenny Coogan",Science & Technology,0.751027985,0.259390046
How life came to land - Tierney Thys,Life Sciences,0.699281337,0.58028058
Why do Americans vote on Tuesdays? - Jacob Soboroff,Civics,0.728234459,0.484432026
What's that ringing in your ears? - Marc Fagelson,Health,0.791868929,0.308041283
The myth of Pandora's box - Iseult Gillespie,Literature & Language,0.751913303,0.696308531
How to find the true face of Leonardo - Siegfried Woldhek,History,0.712284526,0.407142762
Just how small Is an atom? - Jonathan Bergmann,Physical Science,0.672137344,0.258825732
Pizza physics (New York-style) - Colm Kelleher,Geometry,0.700245132,0.370388808
How many universes are there? - Chris Anderson,Numbers & Operations,0.68431931,0.290286655
8 traits of successful people - Richard St. John,Motivation and Emotion,0.749959006,0.429063225
Ugly History: Japanese American incarceration camps - Densho,History,0.758926765,0.758463801
What really happened during the Salem Witch Trials - Brian A. Pavlac,History,0.683247907,0.438397936
Ugly History: Witch Hunts - Brian A. Pavlac,Religion,0.721288297,0.258062284
How to read music - Tim Hansen,Performing Arts,0.715040616,0.839884772
Is there a limit to technological progress? - Cl??ment Vidal,Physical Science,0.731748215,0.320780813
The carbon cycle - Nathaniel Manning,Life Sciences,0.738584747,0.539150434
How do your hormones work? - Emma Bryce,Health,0.707744873,0.649006927
How do fish make electricity? - Eleanor Nelsen,Science & Technology,0.704779868,0.385039945
A day in the life of an Aztec midwife - Kay Read,Social Studies,0.752665959,0.139073466
How does asthma work? - Christopher E. Gaw,Public Health,0.72956844,0.378331051
How to turn protest into powerful change - Eric Liu,Social Studies,0.712826451,0.24976715
The survival of the sea turtle - Scott Gass,Life Sciences,0.708353802,0.665860631
From enslavement to rebel gladiator: The life of Spartacus - Fiona Radford,Social Studies,0.761827203,0.400193818
Deep ocean mysteries and wonders - David Gallo,Earth and Space Science,0,0
Syllables!,Literature & Language,0.712108968,1
A plant's-eye view - Michael Pollan,"Consciousness, Sensation and Perception",0,0
Can you outsmart the fallacy that fooled a generation of doctors? - Elizabeth Cox,Thinking & Learning,0.721121524,0.603930815
How simple ideas lead to scientific discoveries - Adam Savage,Nature of Science,0.674553726,0.341634931
How do cancer cells behave differently from healthy ones? - George Zaidan,Life Sciences,0.725751807,0.033882303
The power of passion - Richard St. John,Motivation and Emotion,0.707753574,0.133374215
The pharaoh that wouldn't be forgotten - Kate Green,History,0.72882244,0.355228739
The Poetry of Emily Dickinson,Literature & Language,0,0
Why do competitors open their stores next to one another? - Jac de Haan,Data Analysis & Probability,0.727919121,0.370086854
The complicated history of surfing - Scott Laderman,History,0.75189188,0.765566931
5 of the Worst Computer Viruses Ever,Technology,0,0
Does your vote count? The Electoral College explained - Christina Greer,Civics,0.761637368,0.531704332
Underwater astonishments - David Gallo,Life Sciences,0.798077467,0.875437085
Should you care what your parents think?,Psychology,0.806724327,0.255010162
"Can we create the ""perfect"" farm? - Brent Loken","Design, Engineering & Technology",0.714524702,0.378843351
Producers and consumers | Economics for first and second grade,Business & Economics,0.667306005,0.49610726
The cockroach beatbox - Greg Gage,Technology,0.704771495,0.327114183
Electric vocabulary - James Sheils,Physical Science,0.741503287,0.324640929
How do nuclear power plants work? - M. V. Ramana and Sajan Saini,Technology,0.755758178,0.483735968
Inside the killer whale matriarchy - Darren Croft,Science & Technology,0.68623002,0.269166503
How to spot a fad diet - Mia Nacamulli,Nutrition,0.736223161,0.226469568
The secret student resistance to Hitler - Iseult Gillespie,History,0.731475782,0.464536207
The science behind a climate headline - Rachel Pike,Environmental Science,0.719986048,0.248238916
One is one...or is it? - Christopher Danielson,Numbers & Operations,0.735509239,0.476471691
"The myth of Jason, Medea, and the Golden Fleece - Iseult Gillespie",Social Studies,0.722773689,0.514536574
Let's talk about sex - John Bohannon and Black Label Movement,Life Sciences,0.720278464,0.36773284
The rise of the Ottoman Empire - Mostafa Minawi,Social Studies,0.707073642,0.477468018
Shedding light on dark matter - Patricia Burchat,Earth and Space Science,0,0
Why do we love? A philosophical inquiry - Skye C. Cleary,Philosophy,0.76672341,0.446621292
Why do we feel nostalgia? - Clay Routledge,Psychology,0.708209114,0.291749301
How one scientist averted a national health crisis - Andrea Tone,Social Studies,0.730688997,0.270082982
"See it, say it, sign it | Letter Sounds | ASL Alphabet",Literature & Language,0.767839365,1
The power of a great introduction - Carolyn Mohr,Writing/Composition,0.68714048,0.366560273
The myth of Prometheus - Iseult Gillespie,Literature,0.661506637,0.358514919
Beware of nominalizations (AKA zombie nouns) - Helen Sword,Writing/Composition,0.702562366,0.368014646
How playing sports benefits your body ... and your brain - Leah Lagos and Jaspal Ricky Singh,Physical Fitness,0.696225107,0.365934018
