Title,Category,Questions Average BLEU,Options Average BLEU,,,,,
The cancer gene we all have - Michael Windelspecht,Life Sciences,0.790406838,0.27978688,,,,,
Cerium - Periodic Table of Videos,Physical Science,0.761423505,0.615255153,,,,,
Copper - Periodic Table of Videos,Physical Science,0.750495292,0.703394405,,,,,
Bismuth - Periodic Table of Videos,Physical Science,0.750825967,0.245690305,,,,,
Astatine - Periodic Table of Videos,Physical Science,0.76081896,0.616177095,,,,,
Iodine - Periodic Table of Videos,Physical Science,0.718686327,0.593212392,,,,,
Working backward to solve problems - Maurice Ashley,Problem Solving,0.71224672,0.809290955,,,,,
The moral dangers of non-lethal weapons - Stephen Coleman,Sociology,0,0,,,,,
Inventing the American presidency - Kenneth C. Davis,History,0.65781269,0.518289802,,,,,
What's hidden among the tallest trees on Earth? - Wendell Oshiro,Environmental Science,0.708300961,0.389534064,,,,,
What does the liver do? - Emma Bryce,Nutrition,0.709302911,0.469811269,,,,,
What in the world is a lunar eclipse tetrad?,Science & Technology,0.723820577,1,,,,,
Natural pest control ... using bugs! - Shimon Steinberg,Science & Technology,0,0,,,,,
"Islam, the Quran, and the Five Pillars",Religion,0,0,,,,,
Mysteries of vernacular: Noise - Jessica Oreck,Linguistics,0.728488343,0.701027533,,,,,
Dysprosium - Periodic Table of Videos,Physical Science,0.718766148,0.972831689,,,,,
What is the shape of a molecule? - George Zaidan and Charles Morton,Physical Science,0.731752808,0.558772729,,,,,
A Rosetta Stone for the Indus script - Rajesh Rao,Writing/Composition,0,0,,,,,
A host of heroes - April Gudenrath,Literature,0.73183765,0.66701523,,,,,
Cobalt - Periodic Table of Videos,Physical Science,0.742337968,0.558384854,,,,,
Tellurium - Periodic Table of Videos,Physical Science,0.742396383,0.213695245,,,,,
Thallium - Periodic Table of Videos,Physical Science,0.712528971,0.683286355,,,,,
The history of tattoos - Addison Anderson,Design,0.725606745,0.429897242,,,,,
The rise of human-computer cooperation - Shyam Sankar,Technology,0,0,,,,,
Lead - Periodic Table of Videos,Physical Science,0.707324419,0.632860546,,,,,
What if we could look inside human brains? - Moran Cerf,Life Sciences,0.711719705,0.567977179,,,,,
Mysteries of vernacular: Hearse - Jessica Oreck,History,0.696775275,0.674726115,,,,,
The nurdles' quest for ocean domination - Kim Preshoff,Environmental Science,0.689092806,0.76730715,,,,,
How we see color - Colm Kelleher,Life Sciences,0.695944312,0.800133146,,,,,
How we'll stop polio for good - Bruce Aylward,Public Health,0,0,,,,,
What we learned from 5 million books - Erez Lieberman Aiden and Jean-Baptiste Michel,Literature,0,0,,,,,
Promethium - Periodic Table of Videos,Physical Science,0.787252502,0.777643958,,,,,
My glacier cave discoveries - Eddy Cartaya,Earth and Space Science,0,0,,,,,
Let's simplify legal jargon - Alan Siegel,Macroeconomics,0.697135277,0.3331473,,,,,
Iron - Periodic Table of Videos,Physical Science,0.722825994,0.339665108,,,,,
Tin - Periodic Table of Videos,Physical Science,0.797251573,0.469958541,,,,,
Mysteries of vernacular: Window - Jessica Oreck and Rachael Teel,Linguistics,0.782536005,0.653563911,,,,,
The Higgs Boson -- a hero or a villain?,Science & Technology,0.767025275,0,,,,,
The pattern behind self-deception - Michael Shermer,Psychology,0,0,,,,,
Mercury - Periodic Table of Videos,Physical Science,0.756710786,0.457635605,,,,,
Making waves: The power of concentration gradients - Sasha Wright,Physical Science,0.686449083,0.37539207,,,,,
What is the Heisenberg Uncertainty Principle? - Chad Orzel,Physical Science,0.71855452,0.391580615,,,,,
Exploring the creative process: drawing with tea and ink,The Arts,0.719885617,0.506549207,,,,,
Animation basics: Homemade special effects - TED-Ed,Visual Arts,0.703096344,0.372993451,,,,,
A call to invention: DIY speaker edition - William Gurstelle,Engineering,0.693775404,0.520323949,,,,,
Lanthanum - Periodic Table of Videos,Physical Science,0.687275655,0.201860877,,,,,
The uncertain location of electrons - George Zaidan and Charles Morton,Physical Science,0.703086436,0.53351163,,,,,
"Pool medical patents, save lives - Ellen 't Hoen",Technology,0.697866059,0.261408716,,,,,
You are your microbes - Jessica Green and Karen Guillemin,Life Sciences,0.712710477,0.89290498,,,,,
Life of an astronaut - Jerry Carr,Earth and Space Science,0.705338065,0.320837831,,,,,
How does cancer spread through the body? - Ivan Seah Yu Jun,Life Sciences,0.71065173,0.271275399,,,,,
Terbium - Periodic Table of Videos,Physical Science,0.734623358,0.263468335,,,,,
Making a TED-Ed Lesson: Animating zombies with puppets,Visual Arts,0.702253307,0.569699942,,,,,
Scandium - Periodic Table of Videos,Physical Science,0.767875018,0.602752897,,,,,
"How whales breathe, communicate ... and fart with their faces - Joy Reidenberg",Life Sciences,0.749634235,0,,,,,
How state budgets are breaking US schools - Bill Gates,Macroeconomics,0,0,,,,,
The coelacanth: A living fossil of a fish - Erin Eastwood,Life Sciences,0.700128646,0.60943775,,,,,
Science can answer moral questions - Sam Harris,Nature of Science,0,0,,,,,
3 things I learned while my plane crashed - Ric Elias,Motivation and Emotion,0.734907551,0.325722701,,,,,
The game layer on top of the world - Seth Priebatsch,"Design, Engineering & Technology",0,0,,,,,
"From DNA to Silly Putty, the diverse world of polymers - Jan Mattingly",Science & Technology,0.727285157,0.625588743,,,,,
Freaks of nature: water holding frogs,Science & Technology,0.665332894,0.509539397,,,,,
Gold - Periodic Table of Videos,Physical Science,0.733047108,0.470525252,,,,,
Let's talk about dying - Peter Saul,Philosophy,0,0,,,,,
Mysteries of vernacular: Assassin - Jessica Oreck,Literature & Language,0.739159415,0.202050149,,,,,
The Infinite Hotel Paradox - Jeff Dekofsky,Mathematics,0.690498965,0.263111492,,,,,
Indium - Periodic Table of Videos,Physical Science,0.781787496,0.609967621,,,,,
The science of symmetry - Colm Kelleher,Life Sciences,0.675590061,0.535294586,,,,,
Antimony - Periodic Table of Videos,Physical Science,0.729962935,0.381156851,,,,,
Arsenic - Periodic Table of Videos,Physical Science,0.7502898,0.666691093,,,,,
The War of 1812: an overview,Social Studies,0,0,,,,,
Resiliency among the Salmon People in the Yukon Delta,Social Studies,0.712216538,0.607366205,,,,,
Particles and waves: The central mystery of quantum mechanics - Chad Orzel,Science & Technology,0.722927958,0.27455448,,,,,
Animation basics: The optical illusion of motion - TED-Ed,Technology,0.691429552,0.647990164,,,,,
"Mosquitos, malaria and education - Bill Gates",Public Health,0,0,,,,,
Mysteries of vernacular: Dynamite - Jessica Oreck and Rachael Teel,Linguistics,0.715938326,0.212082651,,,,,
In on a secret? That's dramatic irony - Christopher Warner,Literature,0.715674384,0.537227395,,,,,
Mysteries of vernacular: Pants - Jessica Oreck,Literature & Language,0.701364097,0.059855171,,,,,
HIV and flu -- the vaccine strategy - Seth Berkley,Public Health,0,0,,,,,
The great brain debate - Ted Altschuler,Memory,0.7227542,0.663321644,,,,,
Tales of passion - Isabel Allende,Philosophy,0,0,,,,,
A 40-year plan for energy - Amory Lovins,Global Economics,0,0,,,,,
Platinum - Periodic Table of Videos,Physical Science,0.726058929,0.2540947,,,,,
The true power of the performing arts - Ben Cameron,The Arts,0,0,,,,,
The history of the barometer (and how it works) - Asaf Bar-Yosef,History,0.728982727,0.439559865,,,,,
The brilliance of bioluminescence - Leslie Kenna,Life Sciences,0.733201165,0.680303605,,,,,
Ununseptium - Periodic Table of Videos,Physical Science,0.727165212,0.853003447,,,,,
A refresher on Edgar Allan Poe,Literature,0.786774803,0.411782537,,,,,
How to sequence the human genome - Mark J. Kiel,Life Sciences,0.766207983,0.162023838,,,,,
Germanium - Periodic Table of Videos,Physical Science,0.766297129,0.609231059,,,,,
Strontium - Periodic Table of Videos,Physical Science,0.715874323,0.469751865,,,,,
What is the World Wide Web?,Technology,0.724581831,0.597696574,,,,,
The importance of focus - Richard St. John,Motivation and Emotion,0.701350578,0.433929267,,,,,
Why is ketchup so hard to pour? - George Zaidan,Science & Technology,0.711264001,0.209453424,,,,,
The chemistry of cold packs - John Pollard,Science & Technology,0.738666614,0.02938829,,,,,
The Pangaea Pop-up - Michael Molina,Earth and Space Science,0.697400443,0.64215464,,,,,
Under the hood: The chemistry of cars - Cynthia Chubbuck,"Design, Engineering & Technology",0.690111466,0.385972724,,,,,
4 lessons from robots about being human - Ken Goldberg,Engineering,0,0,,,,,
Eyes on the stars,Earth and Space Science,0.733187705,0.679537065,,,,,
Big rig myths: bicycle drafting,Science & Technology,0.729704713,0.095991111,,,,,
Why I'm a weekday vegetarian - Graham Hill,Health,0.698235113,0.5536198,,,,,
High-altitude wind energy from kites! - Saul Griffith,"Design, Engineering & Technology",0.748441764,0.632238637,,,,,
How do scars form? - Sarthak Sinha,Life Sciences,0.698084573,0.409105413,,,,,
Which came first: the chicken or the egg?,Life Sciences,0.723859763,0.885065367,,,,,
On exploring the oceans - Robert Ballard,Earth and Space Science,0,0,,,,,
Four sisters in Ancient Rome - Ray Laurence,History,0.740025124,0.134144743,,,,,
A trip through space to calculate distance - Heather Tunnell,Numbers & Operations,0.770489443,0.414758194,,,,,
Different ways of knowing - Daniel Tammet,Psychology,0.660422117,0.60776605,,,,,
The mystery of motion sickness - Rose Eveleth,Life Sciences,0.75489478,0.622909058,,,,,
Two objects. Same room. Two different temperatures?,Physical Science,0.713719744,0.464001544,,,,,
Neodymium - Periodic Table of Videos,Physical Science,0.759329206,0.578118778,,,,,
"The weird, wonderful world of bioluminescence - Edith Widder",Life Sciences,0,0,,,,,
Barium - Periodic Table of Videos,Physical Science,0.726899435,0.498186784,,,,,
An interview with Vusi Mahlasela,Performing Arts,0.721317206,0.492748248,,,,,
Mysteries of vernacular: Clue - Jessica Oreck,Literature & Language,0.744373345,0.724812108,,,,,
Nickel - Periodic Table of Videos,Physical Science,0.759637476,1,,,,,
Ununoctium - Periodic Table of Videos,Physical Science,0.732299527,0.430264181,,,,,
Parasite tales: The jewel wasp's zombie slave - Carl Zimmer,Life Sciences,0.722998113,0.201575337,,,,,
Visualizing hidden worlds inside your body - Dee Breger,Visual Arts,0.702217066,0.729383764,,,,,
How the mantis shrimp can break glass,Science & Technology,0.699337126,0.289165834,,,,,
Tracking grizzly bears from space - David Laskin,Life Sciences,0.733823922,0.696025028,,,,,
Toward a new understanding of mental illness - Thomas Insel,Emotional Health,0,0,,,,,
Poison vs. venom: What's the difference? - Rose Eveleth,Life Sciences,0.744529131,0.699474548,,,,,
Why don't oil and water mix? - John Pollard,Physical Science,0.731788212,0.076563479,,,,,
Why do we have to wear sunscreen? - Kevin P. Boyd,Public Health,0.734262778,0.66841113,,,,,
Detention or Eco Club: Choosing your future - Juan Martinez,Philosophy,0.722281465,0.512324216,,,,,
How a wound heals itself - Sarthak Sinha,Physical Science,0.725903913,0.584334305,,,,,
Praseodymium - Periodic Table of Videos,Physical Science,0.727024549,0.541737053,,,,,
Cicadas: The dormant army beneath your feet - Rose Eveleth,Life Sciences,0.738739698,0.364553555,,,,,
Carbon - Periodic Table of Videos,Physical Science,0.757996144,0.318697605,,,,,
The science of attraction - Dawn Maslar,Life Sciences,0.666639241,0.682145079,,,,,
Hassium - Periodic Table of Videos,Physical Science,0.768546737,0.698095395,,,,,
Calcium - Periodic Table of Videos,Physical Science,0.742927625,0.10498802,,,,,
The search for other Earth-like planets - Olivier Guyon,Earth and Space Science,0.703324682,0.644885766,,,,,
Early forensics and crime-solving chemists - Deborah Blum,Physical Science,0.699239407,0.548318799,,,,,
Flerovium (NEW ELEMENT!) - Periodic Table of Videos,Physical Science,0.79063534,0.82871456,,,,,
How I fell in love with a fish - Dan Barber,Consumer Health,0,0,,,,,
Mysteries of vernacular: Jade - Jessica Oreck and Rachael Teel,Linguistics,0.727219741,0.535596909,,,,,
Mysteries of vernacular: Odd - Jessica Oreck and Rachael Teel,Linguistics,0.689676335,0.95461892,,,,,
Mysteries of vernacular: X-ray - Jessica Oreck and Rachael Teel,Technology,0.673003584,0.260307303,,,,,
Samarium - Periodic Table of Videos,Physical Science,0.705494009,0.610716288,,,,,
The coming neurological epidemic - Gregory Petsko,Medical Conditions,0.684389764,0.656825203,,,,,
The tribes we lead - Seth Godin,Social Psychology,0,0,,,,,
"Getting started as a DJ: Mixing, mashups and digital turntables - Cole Plante",Performing Arts,0.691066493,0.36748533,,,,,
Phosphorus - Periodic Table of Videos,Physical Science,0.730251982,0.340071109,,,,,
A mathematical fable,Mathematics,0.672325905,0.643558943,,,,,
Biofuels and bioprospecting for beginners - Craig A. Kohn,Engineering,0.728623963,0.182890245,,,,,
The hidden power of smiling - Ron Gutman,Psychology,0.665521762,0.449786734,,,,,
The science of stage fright (and how to overcome it) - Mikael Cho,Performing Arts,0.734644836,0.474330128,,,,,
Why do Americans and Canadians celebrate Labor Day? - Kenneth C. Davis,History,0.704679931,0.554817961,,,,,
What happens when you get heat stroke? - Douglas J. Casa,Public Health,0.740936693,0.336106076,,,,,
"Conserving our spectacular, vulnerable coral reefs - Joshua Drew",Earth and Space Science,0.680229567,0.283180048,,,,,
An athlete uses physics to shatter world records - Asaf Bar-Yosef,Physical Science,0.717621219,0.662614118,,,,,
Protactinium (new) - Periodic Table of Videos,Physical Science,0.784033425,0.593316273,,,,,
Ideasthesia: How do ideas feel? - Danko Nikoli??,"Consciousness, Sensation and Perception",0.699656948,0.467861491,,,,,
The mystery of chronic pain - Elliot Krane,Medical Conditions,0.689733906,0.482210559,,,,,
Mysteries of vernacular: Yankee - Jessica Oreck and Rachael Teel,Linguistics,0.758881354,0.591377869,,,,,
Da Vinci's Vitruvian Man of math - James Earle,Visual Arts,0.692285293,0.212338975,,,,,
How do you decide where to go in a zombie apocalypse? - David Hunter,Geography,0.719420334,0.54912072,,,,,
The beloved Brontosaurus and naked T-rex,Science & Technology,0.670552305,0.107161796,,,,,
The sweaty teacher's lament,Performing Arts,0.66234264,0.48343968,,,,,
Do the green thing - Andy Hobsbawm,Environmental Science,0.702555562,0.421684303,,,,,
Mysteries of vernacular: Lady - Jessica Oreck and Rachael Teel,Linguistics,0.702130017,0.354606337,,,,,
On being wrong - Kathryn Schulz,Psychology,0,0,,,,,
A giant bubble for debate - Liz Diller,The Arts,0,0,,,,,
Does racism affect how you vote? - Nate Silver,Sociology,0,0,,,,,
How much does a video weigh? - Michael Stevens of Vsauce,Technology,0.743609401,0.55815442,,,,,
Building the Seed Cathedral - Thomas Heatherwick,Design,0,0,,,,,
Caesium or Cesium - Periodic Table of Videos,Physical Science,0.768171641,0.430241029,,,,,
How photography connects us - David Griffin,Visual Arts,0,0,,,,,
Mysteries of vernacular: Zero - Jessica Oreck and Rachael Teel,Linguistics,0.752953955,0.220691975,,,,,
Four ways to understand the Earth's age - Joshua M. Sneideman,Earth and Space Science,0.703760454,0.586187288,,,,,
Fresh water scarcity: An introduction to the problem - Christiana Z. Peppard,Public Health,0.68243045,0.983171884,,,,,
Making a TED-Ed Lesson: Bringing a pop-up book to life,Visual Arts,0.713586092,0.672131822,,,,,
Why extremophiles bode well for life beyond Earth - Louisa Preston,Earth and Space Science,0.70264814,0.68303166,,,,,
Myths and misconceptions about evolution - Alex Gendler,Life Sciences,0.775192545,0.353114382,,,,,
"Cheese, dogs and a pill to kill mosquitoes and end malaria - Bart Knols",Public Health,0.717340962,0.114026681,,,,,
Meitnerium - Periodic Table of Videos,Physical Science,0.756124438,0.550348173,,,,,
DNA: The book of you - Joe Hanson,Life Sciences,0.756756391,0.234025813,,,,,
How to understand power - Eric Liu,Civics,0.724659302,0.565703263,,,,,
Xenon - Periodic Table of Videos,Physical Science,0.739072563,0.177954178,,,,,
The Haber process,Physical Science,0.743084143,0.558627729,,,,,
Slowing down time (in writing & film) - Aaron Sitze,Writing/Composition,0.669134709,0.162545327,,,,,
A new ecosystem for electric cars - Shai Agassi,Environmental Science,0,0,,,,,
String theory and the hidden structures of the universe - Clifford Johnson,Earth and Space Science,0.728701923,0.367867238,,,,,
Can we eat to starve cancer? - William Li,Life Sciences,0,0,,,,,
Want to be happier? Stay in the moment - Matt Killingsworth,Social Psychology,0,0,,,,,
The limit does not exist,Mathematics,0.727770426,0.559216954,,,,,
From outer space to under our skin: a look at the universe,Earth and Space Science,0.681838919,0.583715472,,,,,
How taking a bath led to Archimedes' Principle - Mark Salata,Measurement,0.77440791,0.290499318,,,,,
Making a TED-Ed Lesson: Synesthesia and playing cards,Visual Arts,0.708047197,0.573652384,,,,,
Understanding overfishing,Consumer Health,0.710797639,0.548462892,,,,,
University of the Arts Commencement 2012 - Neil Gaiman,Motivation and Emotion,0,0,,,,,
Inside OKCupid: The math of online dating - Christian Rudder,Data Analysis & Probability,0,0,,,,,
Navigating Our Global Future - Ian Goldin,Area Studies,0.686668262,0.435272071,,,,,
The city of walls: Constantinople - Lars Brownworth,History,0.740132548,0.389428888,,,,,
Supercharged motorcycle design - Yves Behar,"Design, Engineering & Technology",0.734123659,0.354953952,,,,,
A new way to diagnose autism - Ami Klin,Medical Conditions,0,0,,,,,
Weaving narratives in museum galleries - Thomas P. Campbell,Visual Arts,0,0,,,,,
Seeing a sustainable future - Alex Steffen,Design,0,0,,,,,
The birth of a word - Deb Roy,Data Analysis & Probability,0,0,,,,,
Dare to educate Afghan girls - Shabana Basij-Rasikh,Education Leadership,0.730542307,0.206508034,,,,,
Become a slam poet in five steps - Gayle Danley,Performing Arts,0.712396989,0.514185358,,,,,
The genius of Mendeleev's periodic table,Physical Science,0.699287531,0.283695186,,,,,
Toward a science of simplicity - George Whitesides,"Design, Engineering & Technology",0,0,,,,,
"The Higgs Field, explained - Don Lincoln",Physical Science,0.708883883,0.581340555,,,,,
Network theory - Marc Samet,Technology,0.71993859,0.164495985,,,,,
Free falling in outer space - Matt J. Carlson,Physical Science,0.705314638,0.500104567,,,,,
"Curiosity, discovery and gecko feet - Robert Full",Life Sciences,0.736300551,0.650343441,,,,,
Mysteries of vernacular: Earwig - Jessica Oreck and Rachael Teel,Life Sciences,0.711642026,0.302339667,,,,,
Greeting the world in peace - Jackie Jenkins,Philosophy,0.723609955,0.174232482,,,,,
Whatever happened to acid rain? - Joseph Goffman,Environmental Science,0.718227709,0.60490178,,,,,
Gettysburg College Commencement 2012 - Jacqueline Novogratz,Motivation and Emotion,0,0,,,,,
How inventions change history (for better and for worse) - Kenneth C. Davis,Technology,0.737679084,0.453928199,,,,,
"History's ""worst"" nun - Theresa A. Yugar",History,0.692977034,0.674251896,,,,,
What would happen if you didn't drink water? - Mia Nacamulli,Nutrition,0.774416212,0.944360409,,,,,
Where we get our fresh water - Christiana Z. Peppard,Environmental Science,0.755868851,0.359100269,,,,,
Illuminating photography: From camera obscura to camera phone - Eva Timothy,Technology,0.727807802,0.700965848,,,,,
From mach-20 glider to humming bird drone - Regina Dugan,Engineering,0,0,,,,,
The mysterious workings of the adolescent brain - Sarah-Jayne Blakemore,Developmental Psychology,0,0,,,,,
Mysteries of vernacular: Quarantine - Jessica Oreck and Rachael Teel,Linguistics,0.685336477,0.689276435,,,,,
Euclid's puzzling parallel postulate - Jeff Dekofsky,Geometry,0.75145539,0.367200296,,,,,
The science of macaroni salad: What's in a mixture? - Josh Kurz,Physical Science,0.702793749,0.394246487,,,,,
The real origin of the franchise - Sir Harold Evans,History,0.67699778,0.514452118,,,,,
Speech acts: Constative and performative - Colleen Glenney Boggs,Literature & Language,0.723927903,0.601434809,,,,,
How giant sea creatures eat tiny sea creatures - Kelly Benoit-Bird,Life Sciences,0.711200817,0.480069042,,,,,
A tap dancer's craft - Andrew Nemr,Performing Arts,0.752151679,0.343790037,,,,,
What happens if you guess? - Leigh Nataro,Data Analysis & Probability,0.727545912,0.807482321,,,,,
Notes of a native son: The world according to James Baldwin - Christina Greer,Literature & Language,0.737176216,0.488378981,,,,,
Rapid prototyping Google Glass - Tom Chi,Technology,0.744781979,0.547004247,,,,,
Three anti-social skills to improve your writing - Nadia Kalman,Writing/Composition,0.715972551,0.297541608,,,,,
Who decides what's in the dictionary? - Ilan Stavans,Literature & Language,0.703978291,0.586342165,,,,,
SpongeBob's house is not a pineapple,Numbers & Operations,0.680474385,0.412012534,,,,,
Mysteries of vernacular: Miniature - Jessica Oreck,Linguistics,0.737650228,0.376694792,,,,,
Sending a sundial to Mars - Bill Nye,Technology,0.71309644,0.394892736,,,,,
The beautiful tricks of flowers - Jonathan Drori,Environmental Science,0,0,,,,,
When ancient wisdom beats modern industry - Rebecca Webster,Social Studies,0.713476218,0.310031589,,,,,
Introducing TED-Ed: Lessons Worth Sharing,Teaching & Education,0.722491517,0.607856567,,,,,
Haptography: Digitizing our sense of touch - Katherine Kuchenbecker,Technology,0.702685868,0.400431681,,,,,
How Curiosity got us to Mars - Bobak Ferdowsi,Technology,0.705187196,0.433819914,,,,,
A day in the life of a Celtic Druid - Philip Freeman,History,0.747680324,0.411309133,,,,,
What happens when you have a concussion? - Clifford Robbins,Medical Conditions,0.742773822,0.352950749,,,,,
Mining literature for deeper meanings - Amy E. Harter,Literature,0.700463351,0.199837603,,,,,
Beatboxing 101 - BEAT NYC,Performing Arts,0.733932459,0.684183712,,,,,
Historical role models - Amy Bissetta,History,0.745793416,0.597094691,,,,,
Insights into cell membranes via dish detergent - Ethan Perlstein,Life Sciences,0.717967049,0.655572189,,,,,
History's deadliest king - Georges Nzongola-Ntalaja,Social Studies,0.742519336,0.63140385,,,,,
Are we ready for neo-evolution? - Harvey Fineberg,Life Sciences,0,0,,,,,
How to take a great picture - Carolina Molinari,Technology,0.752692515,0.825346499,,,,,
Would you weigh less in an elevator? - Carol Hedden,Physical Science,0.707700808,0.081989118,,,,,
What is color? - Colm Kelleher,Physical Science,0.77657863,0.593297692,,,,,
Capturing authentic narratives - Michele Weldon,Media and Journalism,0.718404358,0.523547192,,,,,
The most groundbreaking scientist you've never heard of - Addison Anderson,History,0.76901486,0.228897574,,,,,
Learning from past presidents - Doris Kearns Goodwin,Civics,0,0,,,,,
How does an atom-smashing particle accelerator work? - Don Lincoln,Technology,0.731346991,0.40895727,,,,,
In praise of slowness - Carl Honore,Attention and Engagement,0,0,,,,,
How pandemics spread - Mark Honigsbaum,Public Health,0.709605204,0.51971047,,,,,
Rethinking thinking - Trevor Maber,Social Psychology,0.728495598,0.098190656,,,,,
The California gold rush: an American story,Social Studies,0.753886875,0.30352402,,,,,
"Demolition, disease, and death: Building the Panama Canal - Alex Gendler","Design, Engineering & Technology",0.731713888,0.509409755,,,,,
"How bacteria ""talk"" - Bonnie Bassler",Life Sciences,0,0,,,,,
The 3 A's of awesome - Neil Pasricha,Health,0,0,,,,,
What would happen if everyone stopped eating meat tomorrow? - Carolyn Beans,Health,0.660934848,0.495586669,,,,,
The mathematics of history - Jean-Baptiste Michel,Data Analysis & Probability,0.703612703,0.260937764,,,,,
Why are blue whales so enormous? - Asha de Vos,Life Sciences,0.77342599,0.133586549,,,,,
The murder of ancient Alexandria's greatest scholar - Soraya Field Fiorio,Science & Technology,0.780776811,0.730239158,,,,,
The magic of Vedic math - Gaurav Tekriwal,Numbers & Operations,0.598841711,0.765465502,,,,,
What is chromatography?,Environmental Science,0.72994485,0.383723912,,,,,
Image recognition that triggers augmented reality - Matt Mills,Technology,0.722112296,0.289795424,,,,,
The lost art of democratic debate - Michael Sandel,Civics,0,0,,,,,
The electrifying speeches of Sojourner Truth - Daina Ramey Berry,Social Studies,0.733644741,0.758384153,,,,,
Gyotaku: The ancient Japanese art of printing fish - K. Erica Dodge,Visual Arts,0.752684205,0.45954025,,,,,
How fiction can change reality - Jessica Wise,Literature,0.750468962,0.339078973,,,,,
Digging for humanity's origins - Louise Leakey,Anthropology,0,0,,,,,
"Why is there a ""b"" in doubt? - Gina Cooke",Linguistics,0.757033841,0.467247685,,,,,
The shape-shifting future of the mobile phone - Fabian Hemmert,Technology,0.719020516,0.182554653,,,,,
How to use experts---and when not to - Noreena Hertz,Problem Solving,0,0,,,,,
How your digestive system works - Emma Bryce,Health,0.729812653,0.591419342,,,,,
"Symmetry, reality's riddle - Marcus du Sautoy",Geometry,0,0,,,,,
How does math guide our ships at sea? - George Christoph,Algebra,0.73687918,0.463321294,,,,,
How the world's tallest skyscraper was built - Alex Gendler,"Design, Engineering & Technology",0.726015265,0.429698927,,,,,
Don't misrepresent Africa - Leslie Dodson,Sociology,0,0,,,,,
On reading the Koran - Lesley Hazleton,Philosophy & Religion,0.670149626,0.566594659,,,,,
Four principles for the open world - Don Tapscott,Technology,0,0,,,,,
How Caffeine Works,Nutrition,0.754901636,0.540843562,,,,,
The human and the honeybee - Dino Martins,Life Sciences,0.68166279,0.481447097,,,,,
The rise and fall of history's first empire - Soraya Field Fiorio,History,0.7305063,0.638469489,,,,,
The woman who stared at the sun - Alex Gendler,Social Studies,0.715667017,0.415289253,,,,,
What is Zeno's Dichotomy Paradox? - Colm Kelleher,Measurement,0.737208192,0.16927518,,,,,
Evolution in a big city - Jason Munshi-South,Technology,0.686205218,0.326498655,,,,,
Losing everything - David Hoffman,Motivation and Emotion,0.756808747,0.593312809,,,,,
How our siblings shape who we are - Jeff Kluger,Psychology,0,0,,,,,
Situational irony: The opposite of what you think - Christopher Warner,Literature,0.672952091,0.346593603,,,,,
Your elusive creative genius - Elizabeth Gilbert,Writing/Composition,0,0,,,,,
We need to talk about an injustice - Bryan Stevenson,Social Studies,0,0,,,,,
"Logarithms, explained - Steve Kelly",Numbers & Operations,0.742437655,0.186641714,,,,,
The best kindergarten you've ever seen - Takaharu Tezuka,"Design, Engineering & Technology",0.64591307,0.595506587,,,,,
The power of introverts - Susan Cain,Personality,0,0,,,,,
The hidden life of Rosa Parks - Rich?? D. Richardson,Social Studies,0.756126741,0.432434579,,,,,
Why do we have belly buttons?,Science & Technology,0.697088088,0.249568188,,,,,
How art gives shape to cultural change - Thelma Golden,Value of the Arts,0,0,,,,,
What on Earth is spin? - Brian Jones,Earth and Space Science,0.724280417,0.558463688,,,,,
Time-lapse proof of extreme ice loss - James Balog,Environmental Science,0,0,,,,,
Does stress cause pimples? - Claudia Aguirre,Life Sciences,0.734492319,0.663732333,,,,,
Describing the invisible properties of gas - Brian Bennett,Physical Science,0.732003222,0.273965343,,,,,
This tool will help improve your critical thinking - Erick Wilberding,Thinking & Learning,0.717060903,0.573895478,,,,,
Sex determination: More complicated than you thought - Aaron Reedy,Life Sciences,0.70807964,0.242279438,,,,,
Every city needs healthy honey bees - Noah Wilson-Rich,Environmental Science,0,0,,,,,
?€?th' ?€?f' ?€?v' are often confused | Learn how to use speech therapy,Speaking,0.727149287,0.619434928,,,,,
How containerization shaped the modern world - Sir Harold Evans,History,0.674360048,0.635593772,,,,,
Making a TED-Ed Lesson: Creative process,"Design, Engineering & Technology",0.616692233,0.405930537,,,,,
Is light a particle or a wave? - Colm Kelleher,Physical Science,0.733152983,0.753779016,,,,,
The most successful pirate of all time - Dian Murray,Literature,0.714251217,0.288101755,,,,,
Why doesn't the Leaning Tower of Pisa fall over? - Alex Gendler,"Design, Engineering & Technology",0.705648764,0.195157643,,,,,
The sexual deception of orchids - Anne Gaskett,Science & Technology,0.720174332,0.266170381,,,,,
Solving the puzzle of the periodic table - Eric Rosado,Science & Technology,0.716859057,0.656194647,,,,,
The historical audacity of the Louisiana Purchase - Judy Walton,Civics,0.703527487,0.450072101,,,,,
The history of keeping time - Karen Mensing,Technology,0.763101324,0.549525015,,,,,
On being a woman and a diplomat - Madeleine Albright,Civics,0,0,,,,,
How exactly does binary code work? - Jos?? Am??rico N L F Freitas,Mathematics,0.767702179,0.423354427,,,,,
The beautiful math of coral - Margaret Wertheim,Value of the Arts,0,0,,,,,
The world needs all kinds of minds - Temple Grandin,Cognition and Learning,0,0,,,,,
A brie(f) history of cheese - Paul S. Kindstedt,History,0.693142286,0.408311595,,,,,
"The ABC's of gas: Avogadro, Boyle, Charles - Brian Bennett",Physical Science,0.706416825,0.089420051,,,,,
Are all of your memories real? - Daniel L. Schacter,Psychology,0.7212303,1,,,,,
