Title,Category,Questions Average ROUGE-1,Questions Average ROUGE-2,Questions Average ROUGE-L,Options Average ROUGE-1,Options Average ROUGE-2,Options Average ROUGE-L,,,,,,,
Mysteries of vernacular: Ukulele - Jessica Oreck and Rachael Teel,Linguistics,0.260994152,0.047222222,0.192719298,0.089285714,0.05,0.089285714,,,,,,,
How do you know whom to trust? - Ram Neta,Social Psychology,0.259500748,0.0775,0.207809643,0.065839808,0,0.061839808,,,,,,,
Where do genes come from? - Carl Zimmer,Science & Technology,0,0,0,0,0,0,,,,,,,
Dissecting Botticelli's Adoration of the Magi,Visual Arts,0.220676692,0.044582043,0.204010025,0.162465035,0.027692308,0.162465035,,,,,,,
A cinematic journey through visual effects - Don Levy,Visual Arts,0.329479678,0.085539452,0.26887176,0.183333333,0.060576923,0.183333333,,,,,,,
A light switch for neurons - Ed Boyden,Medical Conditions,0,0,0,0,0,0,,,,,,,
The cancer gene we all have - Michael Windelspecht,Life Sciences,0.404210526,0.161687307,0.385162907,0.152379565,0,0.121268454,,,,,,,
Cerium - Periodic Table of Videos,Physical Science,0.544714728,0.243664365,0.523662096,0,0,0,,,,,,,
Copper - Periodic Table of Videos,Physical Science,0.381298701,0.168654971,0.381298701,0.009090909,0,0.009090909,,,,,,,
Bismuth - Periodic Table of Videos,Physical Science,0.502884663,0.302058824,0.502884663,0.061159437,0.005,0.061159437,,,,,,,
Astatine - Periodic Table of Videos,Physical Science,0.375480368,0.159840778,0.331035923,0,0,0,,,,,,,
Iodine - Periodic Table of Videos,Physical Science,0.262554113,0,0.19767316,0.036666667,0,0.036666667,,,,,,,
Working backward to solve problems - Maurice Ashley,Problem Solving,0.246231045,0.033333333,0.191447477,0,0,0,,,,,,,
The moral dangers of non-lethal weapons - Stephen Coleman,Sociology,0,0,0,0,0,0,,,,,,,
Inventing the American presidency - Kenneth C. Davis,History,0.435668277,0.126372294,0.283172303,0.10974359,0,0.10974359,,,,,,,
What's hidden among the tallest trees on Earth? - Wendell Oshiro,Environmental Science,0.470377622,0.236666667,0.439608392,0.172145298,0.106666667,0.172145298,,,,,,,
What does the liver do? - Emma Bryce,Nutrition,0.486421191,0.25486396,0.369795437,0.154364802,0.034722222,0.154364802,,,,,,,
What in the world is a lunar eclipse tetrad?,Science & Technology,0.306215935,0.139344708,0.288034117,0.075,0,0.075,,,,,,,
Natural pest control ... using bugs! - Shimon Steinberg,Science & Technology,0,0,0,0,0,0,,,,,,,
"Islam, the Quran, and the Five Pillars",Religion,0,0,0,0,0,0,,,,,,,
Mysteries of vernacular: Noise - Jessica Oreck,Linguistics,0.273307534,0,0.198111455,0.014285714,0,0.014285714,,,,,,,
Dysprosium - Periodic Table of Videos,Physical Science,0.199918271,0,0.186125168,0,0,0,,,,,,,
What is the shape of a molecule? - George Zaidan and Charles Morton,Physical Science,0.444694624,0.127058824,0.329524346,0.17960084,0.089983766,0.17960084,,,,,,,
A Rosetta Stone for the Indus script - Rajesh Rao,Writing/Composition,0,0,0,0,0,0,,,,,,,
A host of heroes - April Gudenrath,Literature,0.419223086,0.153291317,0.321245701,0.258012404,0.05,0.258012404,,,,,,,
Cobalt - Periodic Table of Videos,Physical Science,0.282636756,0.09462963,0.215801725,0.022222222,0,0.022222222,,,,,,,
Tellurium - Periodic Table of Videos,Physical Science,0.206111438,0.025403226,0.184426456,0.042857143,0,0.042857143,,,,,,,
Thallium - Periodic Table of Videos,Physical Science,0.179385284,0.020512821,0.101978098,0.067916667,0,0.062559524,,,,,,,
The history of tattoos - Addison Anderson,Design,0.343343012,0.051515152,0.343343012,0.052063492,0,0.052063492,,,,,,,
The rise of human-computer cooperation - Shyam Sankar,Technology,0,0,0,0,0,0,,,,,,,
Lead - Periodic Table of Videos,Physical Science,0.241293924,0.056157635,0.199778772,0.058388278,0.034207459,0.058388278,,,,,,,
What if we could look inside human brains? - Moran Cerf,Life Sciences,0.320293622,0.090833333,0.247900574,0.129343434,0.01,0.101161616,,,,,,,
Mysteries of vernacular: Hearse - Jessica Oreck,History,0.304430323,0.128358115,0.254987737,0.133333333,0,0.133333333,,,,,,,
The nurdles' quest for ocean domination - Kim Preshoff,Environmental Science,0.267130435,0.055486542,0.200347826,0.125,0.033333333,0.125,,,,,,,
How we see color - Colm Kelleher,Life Sciences,0.349829574,0.104337493,0.285734336,0.14,0,0.14,,,,,,,
How we'll stop polio for good - Bruce Aylward,Public Health,0,0,0,0,0,0,,,,,,,
What we learned from 5 million books - Erez Lieberman Aiden and Jean-Baptiste Michel,Literature,0,0,0,0,0,0,,,,,,,
Promethium - Periodic Table of Videos,Physical Science,0.221480592,0.054142489,0.12645058,0.05,0,0.05,,,,,,,
My glacier cave discoveries - Eddy Cartaya,Earth and Space Science,0,0,0,0,0,0,,,,,,,
Let's simplify legal jargon - Alan Siegel,Macroeconomics,0.264391442,0.025454545,0.193616384,0.082154096,0.005555556,0.082154096,,,,,,,
Iron - Periodic Table of Videos,Physical Science,0.403509273,0.113629662,0.403509273,0.123809524,0.033333333,0.123809524,,,,,,,
Tin - Periodic Table of Videos,Physical Science,0.324024748,0.123142857,0.293209933,0,0,0,,,,,,,
Mysteries of vernacular: Window - Jessica Oreck and Rachael Teel,Linguistics,0.233894405,0.056606838,0.179207129,0.036111111,0,0.036111111,,,,,,,
The Higgs Boson -- a hero or a villain?,Science & Technology,0.273874459,0.037176799,0.20004329,0,0,0,,,,,,,
The pattern behind self-deception - Michael Shermer,Psychology,0,0,0,0,0,0,,,,,,,
Mercury - Periodic Table of Videos,Physical Science,0.172447135,0.024761905,0.102632236,0,0,0,,,,,,,
Making waves: The power of concentration gradients - Sasha Wright,Physical Science,0.312118291,0.04898914,0.228946507,0.089207459,0.021978022,0.082540793,,,,,,,
What is the Heisenberg Uncertainty Principle? - Chad Orzel,Physical Science,0.332648221,0.038095238,0.238893281,0.086825397,0,0.086825397,,,,,,,
Exploring the creative process: drawing with tea and ink,The Arts,0.219683794,0.02,0.20229249,0.011111111,0,0.011111111,,,,,,,
Animation basics: Homemade special effects - TED-Ed,Visual Arts,0.470508734,0.219901478,0.373556037,0.069118382,0.009090909,0.069118382,,,,,,,
A call to invention: DIY speaker edition - William Gurstelle,Engineering,0.412152898,0.17962963,0.349177548,0.011111111,0,0.011111111,,,,,,,
Lanthanum - Periodic Table of Videos,Physical Science,0.212699849,0.030769231,0.158401207,0.026388889,0,0.026388889,,,,,,,
The uncertain location of electrons - George Zaidan and Charles Morton,Physical Science,0.417727273,0.131111111,0.339545455,0.154848485,0.083611111,0.154848485,,,,,,,
"Pool medical patents, save lives - Ellen 't Hoen",Technology,0.436080099,0.185117647,0.320237462,0.160443723,0.037164502,0.156277056,,,,,,,
You are your microbes - Jessica Green and Karen Guillemin,Life Sciences,0.228243336,0.044582043,0.207190704,0.058333333,0.045238095,0.058333333,,,,,,,
Life of an astronaut - Jerry Carr,Earth and Space Science,0.317512671,0.036363636,0.232311891,0.054134615,0.009090909,0.054134615,,,,,,,
How does cancer spread through the body? - Ivan Seah Yu Jun,Life Sciences,0.442483281,0.129347826,0.365794828,0.141666667,0.071428571,0.141666667,,,,,,,
Terbium - Periodic Table of Videos,Physical Science,0.221797842,0.056964657,0.200730621,0.033333333,0.028571429,0.033333333,,,,,,,
Making a TED-Ed Lesson: Animating zombies with puppets,Visual Arts,0.31024462,0.022539683,0.186129977,0.033333333,0,0.033333333,,,,,,,
Scandium - Periodic Table of Videos,Physical Science,0.280728958,0.066390199,0.201115431,0.019215686,0,0.019215686,,,,,,,
"How whales breathe, communicate ... and fart with their faces - Joy Reidenberg",Life Sciences,0.307692308,0,0.230769231,0,0,0,,,,,,,
How state budgets are breaking US schools - Bill Gates,Macroeconomics,0,0,0,0,0,0,,,,,,,
The coelacanth: A living fossil of a fish - Erin Eastwood,Life Sciences,0.263291893,0.066848485,0.201776742,0.042126623,0.007142857,0.042126623,,,,,,,
Science can answer moral questions - Sam Harris,Nature of Science,0,0,0,0,0,0,,,,,,,
3 things I learned while my plane crashed - Ric Elias,Motivation and Emotion,0.246325547,0.037037037,0.206755654,0.099358974,0,0.064636752,,,,,,,
The game layer on top of the world - Seth Priebatsch,"Design, Engineering & Technology",0,0,0,0,0,0,,,,,,,
"From DNA to Silly Putty, the diverse world of polymers - Jan Mattingly",Science & Technology,0.324508822,0.046052632,0.252950736,0.05,0,0.05,,,,,,,
Freaks of nature: water holding frogs,Science & Technology,0.338666667,0.101449275,0.286666667,0.113535354,0.014285714,0.113535354,,,,,,,
Gold - Periodic Table of Videos,Physical Science,0.317692308,0,0.268974359,0.162297706,0.032692308,0.145180481,,,,,,,
Let's talk about dying - Peter Saul,Philosophy,0,0,0,0,0,0,,,,,,,
Mysteries of vernacular: Assassin - Jessica Oreck,Literature & Language,0.165263892,0,0.147872588,0.06133658,0,0.06133658,,,,,,,
The Infinite Hotel Paradox - Jeff Dekofsky,Mathematics,0.328008663,0,0.262297556,0.199592207,0,0.185484136,,,,,,,
Indium - Periodic Table of Videos,Physical Science,0.319820869,0.030769231,0.194426034,0,0,0,,,,,,,
The science of symmetry - Colm Kelleher,Life Sciences,0.392931604,0.077152882,0.192205151,0.088888889,0.042857143,0.088888889,,,,,,,
Antimony - Periodic Table of Videos,Physical Science,0.27978355,0.022222222,0.197554113,0.041666667,0.016666667,0.041666667,,,,,,,
Arsenic - Periodic Table of Videos,Physical Science,0.226678333,0.031686275,0.178314836,0.096111111,0,0.088535354,,,,,,,
The War of 1812: an overview,Social Studies,0,0,0,0,0,0,,,,,,,
Resiliency among the Salmon People in the Yukon Delta,Social Studies,0.380566535,0.094372294,0.311725955,0.05,0,0.05,,,,,,,
Particles and waves: The central mystery of quantum mechanics - Chad Orzel,Science & Technology,0.4184219,0.160291317,0.373977456,0.336862206,0.246789322,0.310433635,,,,,,,
Animation basics: The optical illusion of motion - TED-Ed,Technology,0.344140342,0.050649351,0.29617796,0.08839671,0.054761905,0.085707635,,,,,,,
"Mosquitos, malaria and education - Bill Gates",Public Health,0,0,0,0,0,0,,,,,,,
Mysteries of vernacular: Dynamite - Jessica Oreck and Rachael Teel,Linguistics,0.412415655,0.23342246,0.412415655,0.007692308,0,0.007692308,,,,,,,
In on a secret? That's dramatic irony - Christopher Warner,Literature,0.396807169,0.110333677,0.301295663,0.203731269,0,0.203731269,,,,,,,
Mysteries of vernacular: Pants - Jessica Oreck,Literature & Language,0.08607437,0,0.08607437,0.024685772,0,0.024685772,,,,,,,
HIV and flu -- the vaccine strategy - Seth Berkley,Public Health,0,0,0,0,0,0,,,,,,,
The great brain debate - Ted Altschuler,Memory,0.238360618,0.036,0.146453036,0.223333333,0.1,0.223333333,,,,,,,
Tales of passion - Isabel Allende,Philosophy,0,0,0,0,0,0,,,,,,,
A 40-year plan for energy - Amory Lovins,Global Economics,0,0,0,0,0,0,,,,,,,
Platinum - Periodic Table of Videos,Physical Science,0.312650104,0.084215784,0.234306418,0.114736097,0.009090909,0.114736097,,,,,,,
The true power of the performing arts - Ben Cameron,The Arts,0,0,0,0,0,0,,,,,,,
The history of the barometer (and how it works) - Asaf Bar-Yosef,History,0.308646125,0.057142857,0.289598506,0.18546691,0.1,0.18046691,,,,,,,
The brilliance of bioluminescence - Leslie Kenna,Life Sciences,0.387120773,0.067047619,0.32178744,0.16,0,0.16,,,,,,,
Ununseptium - Periodic Table of Videos,Physical Science,0.326881119,0.083354037,0.218648019,0,0,0,,,,,,,
A refresher on Edgar Allan Poe,Literature,0.409293854,0.181401265,0.323894994,0.1325,0.1,0.125,,,,,,,
How to sequence the human genome - Mark J. Kiel,Life Sciences,0.411387632,0.094848485,0.334973605,0.082692308,0,0.082692308,,,,,,,
Germanium - Periodic Table of Videos,Physical Science,0.187693142,0.0125,0.117441041,0,0,0,,,,,,,
Strontium - Periodic Table of Videos,Physical Science,0.256499354,0.014814815,0.185715391,0.10981444,0.027777778,0.10981444,,,,,,,
What is the World Wide Web?,Technology,0.500679506,0.348610213,0.435744441,0.195126263,0.111111111,0.195126263,,,,,,,
The importance of focus - Richard St. John,Motivation and Emotion,0.257040328,0,0.193620415,0.075080475,0,0.075080475,,,,,,,
Why is ketchup so hard to pour? - George Zaidan,Science & Technology,0.275494537,0.016666667,0.249688085,0.027093921,0,0.027093921,,,,,,,
The chemistry of cold packs - John Pollard,Science & Technology,0.361670481,0.077633478,0.290945843,0.072748538,0.025,0.061637427,,,,,,,
The Pangaea Pop-up - Michael Molina,Earth and Space Science,0.48009768,0.239529138,0.410585063,0.292777778,0.15,0.292777778,,,,,,,
Under the hood: The chemistry of cars - Cynthia Chubbuck,"Design, Engineering & Technology",0.351672794,0.157179493,0.270830393,0.073333333,0.033333333,0.073333333,,,,,,,
4 lessons from robots about being human - Ken Goldberg,Engineering,0,0,0,0,0,0,,,,,,,
Eyes on the stars,Earth and Space Science,0.316843556,0.037322515,0.262887699,0.081851702,0,0.070601702,,,,,,,
Big rig myths: bicycle drafting,Science & Technology,0.336641988,0.122020934,0.295641988,0.131105006,0.023611111,0.111343101,,,,,,,
Why I'm a weekday vegetarian - Graham Hill,Health,0.218021592,0,0.169640344,0.139642857,0.053333333,0.139642857,,,,,,,
High-altitude wind energy from kites! - Saul Griffith,"Design, Engineering & Technology",0.257307359,0,0.204799423,0.056666667,0.05,0.056666667,,,,,,,
How do scars form? - Sarthak Sinha,Life Sciences,0.409624858,0.079487179,0.322205381,0.12254902,0.1,0.12254902,,,,,,,
Which came first: the chicken or the egg?,Life Sciences,0,0,0,0,0,0,,,,,,,
On exploring the oceans - Robert Ballard,Earth and Space Science,0,0,0,0,0,0,,,,,,,
Four sisters in Ancient Rome - Ray Laurence,History,0.316485826,0.041412151,0.292243402,0.043007663,0.012032086,0.043007663,,,,,,,
A trip through space to calculate distance - Heather Tunnell,Numbers & Operations,0.336591955,0.073333333,0.303200651,0.130952381,0,0.130952381,,,,,,,
Different ways of knowing - Daniel Tammet,Psychology,0.189429994,0.014814815,0.133722575,0,0,0,,,,,,,
The mystery of motion sickness - Rose Eveleth,Life Sciences,0.406680162,0.198663102,0.406680162,0.020192308,0,0.020192308,,,,,,,
Two objects. Same room. Two different temperatures?,Physical Science,0.163840937,0,0.163840937,0,0,0,,,,,,,
Neodymium - Periodic Table of Videos,Physical Science,0.33754386,0.025,0.279824561,0.1,0,0.1,,,,,,,
"The weird, wonderful world of bioluminescence - Edith Widder",Life Sciences,0,0,0,0,0,0,,,,,,,
Barium - Periodic Table of Videos,Physical Science,0.151858278,0.010810811,0.091448707,0.1,0,0.1,,,,,,,
An interview with Vusi Mahlasela,Performing Arts,0.326540616,0.09924812,0.289677871,0.045098039,0.0125,0.038431373,,,,,,,
Mysteries of vernacular: Clue - Jessica Oreck,Literature & Language,0.355244755,0.097416268,0.32039627,0,0,0,,,,,,,
Nickel - Periodic Table of Videos,Physical Science,0.310675207,0.074725275,0.270934947,0,0,0,,,,,,,
Ununoctium - Periodic Table of Videos,Physical Science,0.299777035,0.066483516,0.209858258,0,0,0,,,,,,,
Parasite tales: The jewel wasp's zombie slave - Carl Zimmer,Life Sciences,0.507260245,0.302969188,0.486207614,0.096923077,0.079020979,0.096923077,,,,,,,
Visualizing hidden worlds inside your body - Dee Breger,Visual Arts,0.285323712,0.022222222,0.204961585,0,0,0,,,,,,,
How the mantis shrimp can break glass,Science & Technology,0.271576884,0.14569562,0.203682663,0.081782107,0,0.081782107,,,,,,,
Tracking grizzly bears from space - David Laskin,Life Sciences,0.278730159,0.021052632,0.218201058,0.033333333,0.025,0.033333333,,,,,,,
Toward a new understanding of mental illness - Thomas Insel,Emotional Health,0,0,0,0,0,0,,,,,,,
Poison vs. venom: What's the difference? - Rose Eveleth,Life Sciences,0.247660819,0,0.180994152,0.025,0,0.025,,,,,,,
Why don't oil and water mix? - John Pollard,Physical Science,0.239444444,0,0.183888889,0.135886687,0.038707985,0.111779547,,,,,,,
Why do we have to wear sunscreen? - Kevin P. Boyd,Public Health,0.450701754,0.219786096,0.396315789,0,0,0,,,,,,,
Detention or Eco Club: Choosing your future - Juan Martinez,Philosophy,0.421092133,0.224468864,0.421092133,0.103968254,0.07,0.103968254,,,,,,,
How a wound heals itself - Sarthak Sinha,Physical Science,0.353775744,0.093370682,0.336384439,0.014285714,0,0.014285714,,,,,,,
Praseodymium - Periodic Table of Videos,Physical Science,0.300066459,0.115260715,0.184508572,0,0,0,,,,,,,
Cicadas: The dormant army beneath your feet - Rose Eveleth,Life Sciences,0.341347074,0.124886878,0.341347074,0,0,0,,,,,,,
Carbon - Periodic Table of Videos,Physical Science,0.390313853,0.118837113,0.346753247,0,0,0,,,,,,,
The science of attraction - Dawn Maslar,Life Sciences,0.221791621,0.0125,0.143518239,0.05,0,0.05,,,,,,,
Hassium - Periodic Table of Videos,Physical Science,0.237541229,0.067444756,0.190414793,0.05,0,0.05,,,,,,,
Calcium - Periodic Table of Videos,Physical Science,0.149678386,0,0.149678386,0.042559524,0.010526316,0.033035714,,,,,,,
The search for other Earth-like planets - Olivier Guyon,Earth and Space Science,0.250075712,0.058530109,0.224854037,0.116932773,0.005555556,0.11105042,,,,,,,
Early forensics and crime-solving chemists - Deborah Blum,Physical Science,0.421385281,0.257924871,0.40017316,0.05,0,0.05,,,,,,,
Flerovium (NEW ELEMENT!) - Periodic Table of Videos,Physical Science,0.206568432,0.076315789,0.206568432,0.125,0,0.125,,,,,,,
How I fell in love with a fish - Dan Barber,Consumer Health,0,0,0,0,0,0,,,,,,,
Mysteries of vernacular: Jade - Jessica Oreck and Rachael Teel,Linguistics,0.11791939,0,0.11791939,0.088888889,0.023809524,0.088888889,,,,,,,
Mysteries of vernacular: Odd - Jessica Oreck and Rachael Teel,Linguistics,0.190723669,0,0.173332365,0.05,0,0.05,,,,,,,
Mysteries of vernacular: X-ray - Jessica Oreck and Rachael Teel,Technology,0.308683723,0.098522167,0.201038191,0.078449883,0.005555556,0.077242987,,,,,,,
Samarium - Periodic Table of Videos,Physical Science,0.392380952,0.180483516,0.364232804,0.257045455,0.064285714,0.244545455,,,,,,,
The coming neurological epidemic - Gregory Petsko,Medical Conditions,0.286669733,0.103386243,0.27287663,0,0,0,,,,,,,
The tribes we lead - Seth Godin,Social Psychology,0,0,0,0,0,0,,,,,,,
"Getting started as a DJ: Mixing, mashups and digital turntables - Cole Plante",Performing Arts,0.270660129,0.033333333,0.254660129,0.046825397,0.00625,0.046825397,,,,,,,
Phosphorus - Periodic Table of Videos,Physical Science,0.407186147,0.140691122,0.331861472,0,0,0,,,,,,,
A mathematical fable,Mathematics,0.143837113,0.029411765,0.143837113,0,0,0,,,,,,,
Biofuels and bioprospecting for beginners - Craig A. Kohn,Engineering,0.304578755,0.083333333,0.245238095,0.069431818,0.014835165,0.060340909,,,,,,,
The hidden power of smiling - Ron Gutman,Psychology,0.143173271,0,0.123173271,0.014646465,0,0.014646465,,,,,,,
The science of stage fright (and how to overcome it) - Mikael Cho,Performing Arts,0.420539576,0.182453416,0.340379041,0.099487179,0.036363636,0.099487179,,,,,,,
Why do Americans and Canadians celebrate Labor Day? - Kenneth C. Davis,History,0.468359788,0.122654462,0.367968254,0.083333333,0,0.083333333,,,,,,,
What happens when you get heat stroke? - Douglas J. Casa,Public Health,0.511225108,0.327282237,0.511225108,0.127717949,0,0.121424242,,,,,,,
"Conserving our spectacular, vulnerable coral reefs - Joshua Drew",Earth and Space Science,0.313417945,0.041025641,0.192103521,0.171265493,0.018431373,0.149492343,,,,,,,
An athlete uses physics to shatter world records - Asaf Bar-Yosef,Physical Science,0.33233979,0.17023569,0.307118115,0.096586453,0.027619048,0.096586453,,,,,,,
Protactinium (new) - Periodic Table of Videos,Physical Science,0.328163993,0.091666667,0.269578134,0,0,0,,,,,,,
Ideasthesia: How do ideas feel? - Danko Nikoli??,"Consciousness, Sensation and Perception",0.270955711,0,0.184397824,0.051828629,0,0.051828629,,,,,,,
The mystery of chronic pain - Elliot Krane,Medical Conditions,0.355493663,0.101178451,0.332811671,0.065340909,0.00625,0.060876623,,,,,,,
Mysteries of vernacular: Yankee - Jessica Oreck and Rachael Teel,Linguistics,0.395019763,0.171059665,0.259264822,0,0,0,,,,,,,
Da Vinci's Vitruvian Man of math - James Earle,Visual Arts,0.349190476,0.170384615,0.349190476,0.112940115,0,0.106346709,,,,,,,
How do you decide where to go in a zombie apocalypse? - David Hunter,Geography,0.36902834,0.090909091,0.263726624,0.082692308,0,0.082692308,,,,,,,
The beloved Brontosaurus and naked T-rex,Science & Technology,0.311120313,0.019047619,0.273729009,0.066666667,0,0.066666667,,,,,,,
The sweaty teacher's lament,Performing Arts,0.171883041,0,0.171883041,0.016666667,0,0.016666667,,,,,,,
Do the green thing - Andy Hobsbawm,Environmental Science,0.428046218,0.226262626,0.343760504,0.063039322,0,0.063039322,,,,,,,
Mysteries of vernacular: Lady - Jessica Oreck and Rachael Teel,Linguistics,0.274322169,0.142647059,0.274322169,0.248253968,0.145833333,0.248253968,,,,,,,
On being wrong - Kathryn Schulz,Psychology,0,0,0,0,0,0,,,,,,,
A giant bubble for debate - Liz Diller,The Arts,0,0,0,0,0,0,,,,,,,
Does racism affect how you vote? - Nate Silver,Sociology,0,0,0,0,0,0,,,,,,,
How much does a video weigh? - Michael Stevens of Vsauce,Technology,0.453898051,0.222222222,0.453898051,0.25,0,0.25,,,,,,,
Building the Seed Cathedral - Thomas Heatherwick,Design,0,0,0,0,0,0,,,,,,,
Caesium or Cesium - Periodic Table of Videos,Physical Science,0.316516817,0.054094293,0.232301032,0.041303419,0,0.041303419,,,,,,,
How photography connects us - David Griffin,Visual Arts,0,0,0,0,0,0,,,,,,,
Mysteries of vernacular: Zero - Jessica Oreck and Rachael Teel,Linguistics,0.201772257,0.063157895,0.201772257,0.115793651,0.039285714,0.115793651,,,,,,,
Four ways to understand the Earth's age - Joshua M. Sneideman,Earth and Space Science,0.361706349,0.062051282,0.243055556,0.104166667,0,0.104166667,,,,,,,
Fresh water scarcity: An introduction to the problem - Christiana Z. Peppard,Public Health,0.406643357,0.073333333,0.259877622,0.175681818,0.033333333,0.1575,,,,,,,
Making a TED-Ed Lesson: Bringing a pop-up book to life,Visual Arts,0.427465438,0.148465328,0.317849462,0,0,0,,,,,,,
Why extremophiles bode well for life beyond Earth - Louisa Preston,Earth and Space Science,0.340722222,0.125800287,0.314055556,0.195833333,0.13,0.195833333,,,,,,,
Myths and misconceptions about evolution - Alex Gendler,Life Sciences,0.251349206,0.05,0.211349206,0.03968254,0,0.03968254,,,,,,,
"Cheese, dogs and a pill to kill mosquitoes and end malaria - Bart Knols",Public Health,0.329032887,0.134285714,0.240872352,0.079947479,0.013333333,0.070007003,,,,,,,
Meitnerium - Periodic Table of Videos,Physical Science,0.254385965,0.054545455,0.214385965,0,0,0,,,,,,,
DNA: The book of you - Joe Hanson,Life Sciences,0.374954662,0.124057971,0.318033946,0.1,0,0.1,,,,,,,
How to understand power - Eric Liu,Civics,0.314500978,0.0707543,0.289500978,0.145331139,0,0.111881256,,,,,,,
Xenon - Periodic Table of Videos,Physical Science,0.231152882,0.062690058,0.197343358,0,0,0,,,,,,,
The Haber process,Physical Science,0.230487395,0.022222222,0.230487395,0.043181818,0,0.043181818,,,,,,,
Slowing down time (in writing & film) - Aaron Sitze,Writing/Composition,0.355120773,0.178287072,0.332898551,0.187689795,0.055069327,0.16589792,,,,,,,
A new ecosystem for electric cars - Shai Agassi,Environmental Science,0,0,0,0,0,0,,,,,,,
String theory and the hidden structures of the universe - Clifford Johnson,Earth and Space Science,0.267857143,0.154761905,0.267857143,0.256805417,0.065497076,0.256805417,,,,,,,
Can we eat to starve cancer? - William Li,Life Sciences,0,0,0,0,0,0,,,,,,,
Want to be happier? Stay in the moment - Matt Killingsworth,Social Psychology,0,0,0,0,0,0,,,,,,,
The limit does not exist,Mathematics,0.473649811,0.207535014,0.473649811,0.089607648,0,0.086159372,,,,,,,
From outer space to under our skin: a look at the universe,Earth and Space Science,0.325193325,0.088567783,0.228510379,0.06969697,0,0.06969697,,,,,,,
How taking a bath led to Archimedes' Principle - Mark Salata,Measurement,0.41945098,0.036363636,0.315254902,0.265918473,0.038392857,0.265918473,,,,,,,
Making a TED-Ed Lesson: Synesthesia and playing cards,Visual Arts,0.377446032,0.168051948,0.338132845,0.05,0.05,0.05,,,,,,,
Understanding overfishing,Consumer Health,0.333634481,0.074458874,0.314586862,0,0,0,,,,,,,
University of the Arts Commencement 2012 - Neil Gaiman,Motivation and Emotion,0,0,0,0,0,0,,,,,,,
Inside OKCupid: The math of online dating - Christian Rudder,Data Analysis & Probability,0,0,0,0,0,0,,,,,,,
Navigating Our Global Future - Ian Goldin,Area Studies,0.237094548,0.018181818,0.218046929,0.062488612,0,0.059314009,,,,,,,
The city of walls: Constantinople - Lars Brownworth,History,0.427913524,0.152272727,0.323273002,0.254466922,0.064090909,0.254466922,,,,,,,
Supercharged motorcycle design - Yves Behar,"Design, Engineering & Technology",0.243309929,0,0.209516825,0,0,0,,,,,,,
A new way to diagnose autism - Ami Klin,Medical Conditions,0,0,0,0,0,0,,,,,,,
Weaving narratives in museum galleries - Thomas P. Campbell,Visual Arts,0,0,0,0,0,0,,,,,,,
Seeing a sustainable future - Alex Steffen,Design,0,0,0,0,0,0,,,,,,,
The birth of a word - Deb Roy,Data Analysis & Probability,0,0,0,0,0,0,,,,,,,
Dare to educate Afghan girls - Shabana Basij-Rasikh,Education Leadership,0.321640945,0.092222222,0.249193996,0,0,0,,,,,,,
Become a slam poet in five steps - Gayle Danley,Performing Arts,0.343604108,0.047719298,0.292810458,0.030555556,0,0.030555556,,,,,,,
The genius of Mendeleev's periodic table,Physical Science,0.383211388,0.108118159,0.329332078,0.05,0,0.05,,,,,,,
Toward a science of simplicity - George Whitesides,"Design, Engineering & Technology",0,0,0,0,0,0,,,,,,,
"The Higgs Field, explained - Don Lincoln",Physical Science,0.355588235,0.177142857,0.315588235,0.030952381,0,0.030952381,,,,,,,
Network theory - Marc Samet,Technology,0.23096329,0.034814815,0.171932091,0.122373737,0.018831169,0.103500847,,,,,,,
Free falling in outer space - Matt J. Carlson,Physical Science,0.334754902,0.123017598,0.254127451,0.117781369,0.009090909,0.103678805,,,,,,,
"Curiosity, discovery and gecko feet - Robert Full",Life Sciences,0.371063419,0.137777778,0.352881601,0.049825175,0.034090909,0.049825175,,,,,,,
Mysteries of vernacular: Earwig - Jessica Oreck and Rachael Teel,Life Sciences,0.391690709,0.079893048,0.349217591,0.073076923,0,0.066666667,,,,,,,
Greeting the world in peace - Jackie Jenkins,Philosophy,0.277100443,0.044819625,0.173140544,0.183145799,0.074347826,0.168838781,,,,,,,
Whatever happened to acid rain? - Joseph Goffman,Environmental Science,0.315507246,0.054385965,0.194068323,0.046031746,0.014285714,0.046031746,,,,,,,
Gettysburg College Commencement 2012 - Jacqueline Novogratz,Motivation and Emotion,0,0,0,0,0,0,,,,,,,
How inventions change history (for better and for worse) - Kenneth C. Davis,Technology,0.420232935,0.177631976,0.347079463,0.034848485,0,0.034848485,,,,,,,
"History's ""worst"" nun - Theresa A. Yugar",History,0.342665141,0.054545455,0.294665141,0.017424242,0,0.017424242,,,,,,,
What would happen if you didn't drink water? - Mia Nacamulli,Nutrition,0.403416586,0.123809524,0.345104566,0.108333333,0,0.108333333,,,,,,,
Where we get our fresh water - Christiana Z. Peppard,Environmental Science,0.563373267,0.221044054,0.463680621,0.153571429,0.07,0.153571429,,,,,,,
Illuminating photography: From camera obscura to camera phone - Eva Timothy,Technology,0.324242424,0.1,0.304242424,0.235839599,0.155882353,0.231563283,,,,,,,
From mach-20 glider to humming bird drone - Regina Dugan,Engineering,0,0,0,0,0,0,,,,,,,
The mysterious workings of the adolescent brain - Sarah-Jayne Blakemore,Developmental Psychology,0,0,0,0,0,0,,,,,,,
