title,category,average-bleu,average-rouge,average-bert-score,average-cosine-similarity
What is Zeno's Dichotomy Paradox? - Colm Kelleher,Measurement,0.690531415,0.10806942,0.410184536,0.251184079
Big Data - Tim Smith,Media and Journalism,0.696333489,0.168061049,0.487676746,0.400036896
How to choose your news - Damon Brown,Media and Journalism,0.656833762,0.063835042,0.426885936,0.221556614
"Beware online ""filter bubbles"" - Eli Pariser",Media and Journalism,0.755994079,0.098174189,0.445066458,0.309377185
Capturing authentic narratives - Michele Weldon,Media and Journalism,0.711890449,0.100767999,0.447706427,0.338879475
The Greek Crisis Explained in Under 3 Minutes,Media and Journalism,0.704911442,0.08588094,0.397005616,0.210451005
The chemistry of cookies - Stephanie Warren,Media and Journalism,0.705202207,0.185174433,0.527977274,0.391041861
What is dyslexia? - Kelli Sandman-Hurley,Medical Conditions,0.749426986,0.061764706,0.478204116,0.34888412
"What causes seizures, and how can we treat them? - Christopher E. Gaw",Medical Conditions,0.685472045,0.153190423,0.451127332,0.339200527
Why is it so hard to cure cancer? - Kyuson Yun,Medical Conditions,0.69000268,0.152491774,0.479233167,0.30705629
Why it's so hard to cure HIV/AIDS - Janet Iwasa,Medical Conditions,0.732501419,0.068813131,0.449853352,0.30069834
What happens when you have a concussion? - Clifford Robbins,Medical Conditions,0.711791492,0.179458828,0.491232426,0.47396879
The terrors of sleep paralysis - Ami Angelowicz,Medical Conditions,0.671343214,0.157725717,0.465113521,0.421850116
What causes kidney stones? - Arash Shadman,Medical Conditions,0.691758476,0.144897343,0.472348037,0.327765984
A warm embrace that saves lives - Jane Chen,Medical Conditions,0.673910709,0.083090177,0.429790957,0.264174259
The mystery of chronic pain - Elliot Krane,Medical Conditions,0.71202108,0.164521571,0.45064288,0.326562735
A brief history of melancholy - Courtney Stephens,Medical Conditions,0.669933996,0.093413765,0.418916719,0.266021503
The coming neurological epidemic - Gregory Petsko,Medical Conditions,0.713535608,0.137834714,0.43461384,0.30244869
What is bipolar disorder? - Helen M. Farrell,Medical Conditions,0.679562708,0.069237647,0.423513878,0.343579611
Aphasia: The disorder that makes you lose your words - Susan Wortman-Jutt,Medical Conditions,0.691768746,0.083389166,0.387700273,0.214688998
The great brain debate - Ted Altschuler,Memory,0.654459784,0.066495094,0.401630395,0.267285049
8 traits of successful people - Richard St. John,Motivation and Emotion,0.730013316,0.092311334,0.400235963,0.21519288
The importance of focus - Richard St. John,Motivation and Emotion,0.63719842,0.079917437,0.386113539,0.17259232
Why it pays to work hard - Richard St. John,Motivation and Emotion,0.696983953,0.047962382,0.387684976,0.192427858
Why are we so attached to our things? - Christian Jarrett,Motivation and Emotion,0.734837606,0.056429541,0.372009236,0.180627284
To This Day Project - Shane Koyczan,Motivation and Emotion,0.730724895,0.081034623,0.441118515,0.168701571
Overcoming obstacles - Steven Claunch,Motivation and Emotion,0.66426105,0.0927063,0.400028744,0.222110782
3 things I learned while my plane crashed - Ric Elias,Motivation and Emotion,0.701455928,0.154575163,0.46074013,0.285175558
The power of passion - Richard St. John,Motivation and Emotion,0.7297243,0.073128181,0.418251093,0.16975583
How to be confident,Motivation and Emotion,0.732720826,0.1,0.441027444,0.199155323
Would you sacrifice one person to save five? - Eleanor Nelsen,Motivation and Emotion,0.754290571,0.122296651,0.436914695,0.317059616
Losing everything - David Hoffman,Motivation and Emotion,0.682566505,0.049697834,0.346449637,0.185990509
Why do cats act so weird? - Tony Buffington,Nature of Science,0.624395657,0.078298172,0.374151886,0.345520249
How simple ideas lead to scientific discoveries - Adam Savage,Nature of Science,0.680516063,0.0977325,0.41466438,0.256291568
Questions no one knows the answers to - Chris Anderson,Nature of Science,0.723128926,0.102761888,0.392294999,0.179025682
Mary's Room: A philosophical thought experiment - Eleanor Nelsen,Nature of Science,0.679721772,0.076580767,0.441316733,0.267002183
Why are sharks so awesome? - Tierney Thys,Nature of Science,0.739649272,0.096555316,0.41576259,0.265015316
The origins of ballet - Jennifer Tortorello and Adrienne Westwood,Nature of Science,0.710258828,0.066510778,0.410112601,0.405891178
The secret life of plankton - Tierney Thys,Nature of Science,0.768975959,0.081505602,0.432189587,0.260567238
An introduction to mathematical theorems - Scott Kennedy,Numbers & Operations,0.728757879,0.08901615,0.409622943,0.18120514
"Logarithms, explained - Steve Kelly",Numbers & Operations,0.767834637,0.103503158,0.429966722,0.234018335
How many universes are there? - Chris Anderson,Numbers & Operations,0.759149578,0.095776564,0.458868139,0.303079673
What's an algorithm? - David J. Malan,Numbers & Operations,0.81705344,0.162858882,0.448899562,0.360301095
How to visualize one part per million - Kim Preshoff + The TED-Ed Community,Numbers & Operations,0.767001228,0.130797029,0.459764508,0.332167069
Pi with pies,Numbers & Operations,0.789189552,0.215964016,0.452782725,0.471899899
A trip through space to calculate distance - Heather Tunnell,Numbers & Operations,0.771736239,0.182973886,0.512853142,0.365533307
How to defeat a dragon with math - Garth Sundem,Numbers & Operations,0.696725368,0.074659469,0.397505238,0.202262442
One is one...or is it? - Christopher Danielson,Numbers & Operations,0.715005371,0.234800125,0.523004079,0.272602963
The magic of Vedic math - Gaurav Tekriwal,Numbers & Operations,0.764443658,0.156142754,0.462976705,0.416524485
Where do math symbols come from? - John David Walters,Numbers & Operations,0.662302636,0.102258279,0.378383676,0.231226118
SpongeBob's house is not a pineapple,Numbers & Operations,0.624130996,0.117647059,0.4135407,0.259746261
The counting by fives song | Counting songs,Numbers & Operations,0.72314379,0.070652174,0.428985913,0.311191129
Can you solve the passcode riddle? - Ganesh Pai,Numbers & Operations,0.85318763,0.108757616,0.406665606,0.265537758
The counting by tens song | Counting songs,Numbers & Operations,0.566125669,0.098937827,0.418301182,0.376032724
How to spot a fad diet - Mia Nacamulli,Nutrition,0.712139786,0.164036881,0.511722802,0.445495616
The science of milk - Jonathan J. O'Sullivan,Nutrition,0.736358864,0.095455658,0.418717206,0.348264208
How Caffeine Works,Nutrition,0.730556142,0.306890332,0.608989389,0.56041689
Are food preservatives bad for you? - Eleanor Nelsen,Nutrition,0.675025889,0.072550125,0.438129789,0.33047481
Do we really need pesticides? - Fernan P??rez-G??lvez,Nutrition,0.696414592,0.07836999,0.457056188,0.257929091
The science of spiciness - Rose Eveleth,Nutrition,0.695025385,0.123356837,0.441705812,0.251210982
How the food you eat affects your brain - Mia Nacamulli,Nutrition,0.649308865,0.102762498,0.443328372,0.313630299
Black Friday: An accident of history,Nutrition,0.729130567,0.097630719,0.481645342,0.428737469
Fruits and veggies for kids/Eat your rainbow,Nutrition,0.70397513,0.108341207,0.423053575,0.24986268
How Does It Grow? Cranberries,Nutrition,0.785791738,0.052835749,0.440945211,0.27018615
How the food you eat affects your gut - Shilpa Ravella,Nutrition,0.66985239,0.064436397,0.384593235,0.26846758
How sugar affects the brain - Nicole Avena,Nutrition,0.708731253,0.1146121,0.445811069,0.312483299
What are those floaty things in your eye? - Michael Mauser,Nutrition,0.725090561,0.166454452,0.486932775,0.385502935
The 5 fabulous food groups,Nutrition,0.784942747,0.173341442,0.509119297,0.461270606
What would happen if you didn't drink water? - Mia Nacamulli,Nutrition,0.725114107,0.108990442,0.506250467,0.375995091
What does the liver do? - Emma Bryce,Nutrition,0.719100591,0.181328113,0.457061809,0.426399477
How to set the table - Anna Post,Organization and Time Management,0.709433552,0.153617725,0.472667776,0.325650762
Days of the week song,Organization and Time Management,0.717051949,0.274801587,0.650065603,0.584810083
"What ""Machiavellian"" really means - Pazit Cahlon and Alex Gendler",Organization and Time Management,0.665184234,0.087722083,0.455111829,0.324016345
Become a slam poet in five steps - Gayle Danley,Performing Arts,0.725865361,0.094972564,0.430899781,0.252383974
An interview with Vusi Mahlasela,Performing Arts,0.755090339,0.12152521,0.416388875,0.153420204
A tap dancer's craft - Andrew Nemr,Performing Arts,0.743708396,0.307224972,0.565338906,0.546377454
"Getting started as a DJ: Mixing, mashups and digital turntables - Cole Plante",Performing Arts,0.72657234,0.053381643,0.330242685,0.137781346
The science of stage fright (and how to overcome it) - Mikael Cho,Performing Arts,0.732751,0.143715117,0.473322865,0.40163904
"The physics of the ""hardest move"" in ballet - Arleen Sugano",Performing Arts,0.698047633,0.095308843,0.438625461,0.319945316
"What's a squillo, and why do opera singers need it? Ming Luke",Performing Arts,0.662183636,0.044102564,0.358320023,0.206996319
How art can help you analyze - Amy E. Herman,Performing Arts,0.70189925,0.096631759,0.403719811,0.155418215
The history of African-American social dance - Camille A. Brown,Performing Arts,0.670623135,0.036119711,0.376742281,0.224331889
The sweaty teacher's lament,Performing Arts,0.724167152,0.135854342,0.46030263,0.347664788
Music as a language - Victor Wooten,Performing Arts,0.657784559,0.096020389,0.440183788,0.307553109
The death of the universe,Performing Arts,0.69519838,0.10412465,0.424735876,0.241613938
Beatboxing 101 - BEAT NYC,Performing Arts,0.72958899,0.128489327,0.475257484,0.366464637
How to read music - Tim Hansen,Performing Arts,0.74261982,0.145388889,0.430863848,0.343372736
Did Shakespeare write his plays? - Natalya St. Clair and Aaron Williams,Performing Arts,0.732573195,0.082140484,0.423686636,0.22810257
"Why should you listen to Vivaldi's ""Four Seasons""? - Betsy Schwarm",Performing Arts,0.69135927,0.104223916,0.481881743,0.341458647
What's the fastest way to alphabetize your bookshelf? - Chand John,Performing Arts,0.746212625,0.139615246,0.445138831,0.340743482
The ballet that incited a riot - Iseult Gillespie,Performing Arts,0.715252744,0.158910154,0.453084943,0.329677608
How to start a movement,Personality,0.687158104,0.057536765,0.385290135,0.2595245
How do we determine the value of a life? - Rebecca L. Walker,Philosophy,0.662834271,0.075527178,0.422455397,0.275623332
How Phillis Wheatley captured the attention of the world - Charita Gainey,Philosophy,0.799950753,0.120382757,0.461416558,0.369024312
Detention or Eco Club: Choosing your future - Juan Martinez,Philosophy,0.721823272,0.05094697,0.37576332,0.106583687
Lessons from Auschwitz: The power of our words - Benjamin Zander,Philosophy,0.744152052,0.147546419,0.504196275,0.470012726
Ethical dilemma: Who should you believe? - Alex Worsnip,Philosophy,0.705840421,0.269263708,0.543989647,0.448876199
Greeting the world in peace - Jackie Jenkins,Philosophy,0.764290889,0.113645503,0.419691651,0.2848481
Ethical dilemma: Would you lie? - Sarah Stroud,Philosophy,0.66270022,0.113668217,0.478008955,0.435640324
How do you know you exist? - James Zucker,Philosophy,0.34306079,0.10191762,0.283138052,0.24624671
Plato's best (and worst) ideas - Wisecrack,Philosophy,0.678199024,0.12314749,0.410757508,0.403184213
Are you a body with a mind or a mind with a body? - Maryam Alimardani,Philosophy,0.664471617,0.16263705,0.48944183,0.490225368
The original ring of power - Alex Gendler,Philosophy,0.653140756,0.093519433,0.435271199,0.248530738
Plato's Allegory of the Cave - Alex Gendler,Philosophy,0.710898175,0.161227352,0.47451745,0.289960501
Would you opt for a life with no pain? - Hayley Levitt and Bethany Rickwald,Philosophy,0.669190544,0.139150433,0.418063877,0.292481229
Is life meaningless? And other absurd questions - Nina Medvinskaya,Philosophy,0.672210166,0.186896768,0.432800719,0.333178311
4 Logical Paradoxes,Philosophy,0.747064955,0.129182854,0.443781016,0.274476684
Grit: the power of passion and perseverance - Angela Lee Duckworth,Philosophy,0.692347817,0.060652709,0.382796626,0.289588553
Why do we love? A philosophical inquiry - Skye C. Cleary,Philosophy,0.689365206,0.15873018,0.487961967,0.424104071
Are Good Looking People Jerks?,Philosophy & Religion,0.715302139,0.107570604,0.452793525,0.252885887
How to overcome your mistakes,Philosophy & Religion,0.644771305,0.092480983,0.429623637,0.28757557
Can you solve the famously difficult green-eyed logic puzzle? - Alex Gendler,Philosophy & Religion,0.755678129,0.17104102,0.4423509,0.303084566
The Philosophy of The Buddha,Philosophy & Religion,0.725349126,0.097301492,0.449841118,0.270341845
How to know if you're being selfish (and whether or not that's bad) - Mark Hopwood,Philosophy & Religion,0.69102705,0.143108219,0.449206711,0.417743834
You can only save one--- who do you choose? - Doug MacKay,Philosophy & Religion,0.689051764,0.143197521,0.442433508,0.266623146
Vatican City Explained,Philosophy & Religion,0.659142096,0.123029552,0.450705999,0.32521912
The Egyptian Book of the Dead: A guidebook for the underworld - Tejal Gala,Philosophy & Religion,0.699834723,0.132482669,0.409957904,0.212077024
The dark history of zombies - Christopher M. Moreman,Philosophy & Religion,0.727424254,0.111002886,0.422882558,0.285583446
How could so many people support Hitler? - Joseph Lacey,Philosophy & Religion,0.718803556,0.06179457,0.425452572,0.282592604
Ugly History: The Spanish Inquisition - Kayla Wolf,Philosophy & Religion,0.762915895,0.196952285,0.463079937,0.377298545
What are stem cells? - Craig A. Kohn,Philosophy & Religion,0.69177799,0.206911532,0.476772745,0.498105349
Jean-Paul Sartre and Existentialism,Philosophy & Religion,0.746379537,0.075054253,0.396263291,0.172298012
A brief history of the devil - Brian A. Pavlac,Philosophy & Religion,0.671796985,0.09418324,0.422510627,0.419445234
Could a breathalyzer detect cancer? - Julian Burschka,Philosophy & Religion,0.742763628,0.109085004,0.473456407,0.246151098
On reading the Koran - Lesley Hazleton,Philosophy & Religion,0.7385691,0.133604323,0.431583546,0.238473171
What did democracy really mean in Athens? - Melissa Schwartzberg,Philosophy & Religion,0.69529208,0.100178449,0.428302684,0.274749273
Kant's Axe,Philosophy & Religion,0.681441918,0.053483245,0.413736984,0.270765522
How breathing works - Nirvair Kaur,Physical Fitness,0.666322734,0.107219748,0.449310856,0.326530408
Why we should draw more (and photograph less),Physical Fitness,0.720966214,0.102310286,0.430402463,0.369363349
How playing sports benefits your body ... and your brain - Leah Lagos and Jaspal Ricky Singh,Physical Fitness,0.717949499,0.022903412,0.388207262,0.19371057
What is chirality and how did it get in my molecules? - Michael Evans,Physical Science,0.671958116,0.097502874,0.466564826,0.315401098
"Magical metals, how shape memory alloys work - Ainissa Ramirez",Physical Science,0.733571718,0.092856061,0.462366935,0.241481525
Meitnerium - Periodic Table of Videos,Physical Science,0.758518615,0.116593567,0.529131008,0.304751954
Electric vocabulary - James Sheils,Physical Science,0.69960297,0.128955058,0.446971652,0.31015474
How polarity makes water behave strangely - Christina Kleinberg,Physical Science,0.720785549,0.151418924,0.488206066,0.343249634
How to squeeze electricity out of crystals - Ashwini Bharathula,Physical Science,0.71457699,0.090613789,0.481736448,0.388306653
"Newton's 3 Laws, with a bicycle - Joshua Manley",Physical Science,0.670598816,0.22556262,0.502790095,0.442454651
Caesium or Cesium - Periodic Table of Videos,Physical Science,0.694288352,0.087397787,0.464611691,0.274422807
How to speed up chemical reactions (and get a date) - Aaron Sams,Physical Science,0.686696216,0.135783233,0.465906645,0.205831916
Radioactivity: Expect the unexpected - Steve Weatherall,Physical Science,0.69933479,0.056299138,0.420633804,0.352952019
"Dance vs. PowerPoint, a modest proposal - John Bohannon and Black Label Movement",Physical Science,0.691445157,0.074051776,0.41545791,0.222340416
"The Higgs Field, explained - Don Lincoln",Physical Science,0.681721264,0.092227398,0.439699908,0.297530401
Xenon - Periodic Table of Videos,Physical Science,0.667217882,0.070143262,0.415791686,0.192522717
Would you weigh less in an elevator? - Carol Hedden,Physical Science,0.764059325,0.181187454,0.530187164,0.484802872
Radium - Periodic Table of Videos,Physical Science,0.821682043,0.185185185,0.559352448,0.496703138
What is color? - Colm Kelleher,Physical Science,0.719599476,0.134421782,0.448390263,0.257981711
Krypton - Periodic Table of Videos,Physical Science,0.747575455,0.058959276,0.476264116,0.340654743
What is chemical equilibrium? - George Zaidan and Charles Morton,Physical Science,0.721281788,0.170882957,0.425377224,0.227881937
Why does ice float in water? - George Zaidan and Charles Morton,Physical Science,0.728758334,0.066840017,0.389699438,0.276557253
The fight for the right to vote in the United States - Nicki Beaman Griffin,Physical Science,0.713983793,0.142632175,0.448272317,0.34773255
Is there a limit to technological progress? - Cl??ment Vidal,Physical Science,0.639610125,0.070860886,0.388435058,0.145393662
The science of macaroni salad: What's in a mixture? - Josh Kurz,Physical Science,0.785460957,0.202096273,0.506489828,0.33904175
Describing the invisible properties of gas - Brian Bennett,Physical Science,0.764316364,0.101290629,0.490958229,0.408615991
Just how small Is an atom? - Jonathan Bergmann,Physical Science,0.755131014,0.177046958,0.490975503,0.416827823
Is light a particle or a wave? - Colm Kelleher,Physical Science,0.670660359,0.060884048,0.405139546,0.289812545
"The ABC's of gas: Avogadro, Boyle, Charles - Brian Bennett",Physical Science,0.773811383,0.137484299,0.471381125,0.335358879
Free falling in outer space - Matt J. Carlson,Physical Science,0.717410489,0.112115657,0.444207504,0.327990907
The science of macaroni salad: What's in a molecule? - Josh Kurz,Physical Science,0.67066011,0.066670582,0.414160705,0.250755669
The genius of Mendeleev's periodic table,Physical Science,0.681825236,0.124354299,0.414648411,0.248760604
How does work...work? - Peter Bohacek,Physical Science,0.715239864,0.121180318,0.409722566,0.293200476
The world's English mania - Jay Walker,Physical Science,0.678290903,0.10468731,0.408571374,0.281573693
Activation energy: Kickstarting chemical reactions - Vance Kite,Physical Science,0.726011826,0.088990997,0.463549741,0.308044221
Open letter to the president: Physics education,Physical Science,0.778560387,0.110267857,0.417764327,0.353184876
The Haber process,Physical Science,0.633017088,0.123096464,0.429833558,0.229466329
How to think about gravity - Jon Bergmann,Physical Science,0.683308279,0.105060332,0.439236846,0.321742705
"How big is a mole? (Not the animal, the other one.) - Daniel Dulek",Physical Science,0.714818401,0.076496586,0.408780889,0.244265155
Ununoctium - Periodic Table of Videos,Physical Science,0.813667909,0.086371653,0.44283423,0.298103015
Copper - Periodic Table of Videos,Physical Science,0.721961275,0.277777778,0.721024404,0.551360513
Oxygen - Periodic Table of Videos,Physical Science,0.888868035,0.048780488,0.395870514,0.264668401
Californium - Periodic Table of Videos,Physical Science,0.817436735,0.083333333,0.47904096,0.373771715
Holmium - Periodic Table of Videos,Physical Science,0.742851552,0.130456349,0.447328584,0.297731382
Rubidium ?€? Periodic Table of Videos,Physical Science,0.856818895,0.046969697,0.474849087,0.439044955
Curium - Periodic Table of Videos,Physical Science,0.879519149,0.011627907,0.362586225,0.154196074
The strengths and weaknesses of acids and bases - George Zaidan and Charles Morton,Physical Science,0.727664367,0.079494235,0.413300632,0.305041217
Beryllium - Periodic Table of Videos,Physical Science,0.790185089,0.134529051,0.504283359,0.356523857
Molybdenum - Periodic Table of Videos,Physical Science,0.765281092,0.105757932,0.477195928,0.283360843
What can Schr??dinger's cat teach us about quantum mechanics? - Josh Samani,Physical Science,0.70566804,0.171095601,0.519747555,0.411168364
Boron - Periodic Table of Videos,Physical Science,0.808663821,0.122787428,0.441376313,0.346428108
What happened to antimatter? - Rolf Landua,Physical Science,0.705486641,0.084752688,0.443749206,0.308396084
Livermorium - Periodic Table of Videos,Physical Science,0.727714356,0.128472222,0.408074948,0.344052943
Hafnium - Periodic Table of Videos,Physical Science,0.794779862,0.152712418,0.449680522,0.316526461
Zirconium - Periodic Table of Videos,Physical Science,0.68093322,0.118198721,0.48224627,0.376407492
Hydrogen - Periodic Table of Videos,Physical Science,0.709825053,0.087307899,0.449425913,0.315985572
Copernicium - Periodic Table of Videos,Physical Science,0.761064376,0.112637363,0.459715538,0.388698081
Lutetium - Periodic Table of Videos,Physical Science,0.614967536,0.08423913,0.416487048,0.295452905
Technetium - Periodic Table of Videos,Physical Science,0.697438024,0.142321429,0.465563207,0.30180652
Sodium - Periodic Table of Videos,Physical Science,0.663066811,0.130067476,0.502317669,0.42305025
Ytterbium - Periodic Table of Videos,Physical Science,0.732163732,0.253703704,0.514197839,0.441084839
Bromine - Periodic Table of Videos,Physical Science,0.847136749,0.100645161,0.474344062,0.351236553
Making sense of a visible quantum object - Aaron O'Connell,Physical Science,0.712874608,0.140299734,0.424575909,0.374179266
Is time travel possible? - Colin Stuart,Physical Science,0.765934102,0.119444175,0.416172235,0.334163911
What is the shape of a molecule? - George Zaidan and Charles Morton,Physical Science,0.682508613,0.2083504,0.453101938,0.385631469
Dysprosium - Periodic Table of Videos,Physical Science,0.63518914,0.067708333,0.450080638,0.29052036
Iodine - Periodic Table of Videos,Physical Science,0.747627833,0.179791667,0.510767999,0.261175815
Astatine - Periodic Table of Videos,Physical Science,0.703503441,0.125641026,0.464861699,0.351660909
Bismuth - Periodic Table of Videos,Physical Science,0.720424223,0.184906046,0.519922415,0.415645088
Cerium - Periodic Table of Videos,Physical Science,0.799784857,0.040517962,0.414722511,0.265757437
Radon - Periodic Table of Videos,Physical Science,0.704395056,0.096666667,0.416524985,0.345065951
Unbinilium - Periodic Table of Videos,Physical Science,0.721835819,0.193055556,0.463574473,0.316394251
Vanadium - Periodic Table of Videos,Physical Science,0.688672406,0.05,0.449761922,0.385029691
Neon - Periodic Table of Videos,Physical Science,0.684890895,0.103329833,0.479601893,0.352957186
Gallium (beating heart) - Periodic Table of Videos,Physical Science,0.750418981,0.096751832,0.406852001,0.28652246
Chlorine - Periodic Table of Videos,Physical Science,0.779582684,0.11878882,0.502988117,0.384550135
Uranium - Periodic Table of Videos,Physical Science,0.733345644,0.094810745,0.445862399,0.294463599
Helium - Periodic Table of Videos,Physical Science,0.79996914,0.087395504,0.468508742,0.362762689
Actinium - Periodic Table of Videos,Physical Science,0.766005877,0.294117647,0.757420331,0.623015945
Neptunium - Periodic Table of Videos,Physical Science,0.668520682,0.064777328,0.453340458,0.267310919
Titanium - Periodic Table of Videos,Physical Science,0.679167042,0.074074074,0.425199005,0.342919804
Osmium - Periodic Table of Videos,Physical Science,0.737466866,0.061017238,0.447797612,0.348577889
Selenium - Periodic Table of Videos,Physical Science,0.776842863,0.090909091,0.494933744,0.403325863
Plutonium - Periodic Table of Videos,Physical Science,0.685592725,0.071969697,0.439180342,0.210202599
Europium - Periodic Table of Videos,Physical Science,0.659084428,0.151904762,0.487014194,0.265285774
Atoms from A to easy!,Physical Science,0.798318843,0.174358289,0.599488448,0.514403686
Einsteinium - Periodic Table of Videos,Physical Science,0.722263545,0.068082789,0.452192736,0.334526625
Fermium - Periodic Table of Videos,Physical Science,0.667266139,0.071428571,0.422484152,0.299536563
Nitrogen - Periodic Table of Videos,Physical Science,0.715469309,0.095288634,0.44979691,0.320277134
Berkelium - Periodic Table of Videos,Physical Science,0.8016044,0.067193676,0.380618498,0.15434992
Tungsten - Periodic Table of Videos,Physical Science,0.660288605,0.06684492,0.427776883,0.186845791
How do we separate the seemingly inseparable? - Iddo Magen,Physical Science,0.714234824,0.073758841,0.438826224,0.18715277
What would happen if you stopped brushing your teeth?,Physical Science,0.644514357,0.074786325,0.430297074,0.213027027
Iridium - Periodic Table of Videos,Physical Science,0.719656504,0.092353129,0.504950049,0.483510441
Chromium - Periodic Table of Videos,Physical Science,0.815254617,0.09375,0.42171895,0.09021201
Rhenium - Periodic Table of Videos,Physical Science,0.840691625,0.056746032,0.454773496,0.254999491
Dubnium - Periodic Table of Videos,Physical Science,0.749112589,0.111111111,0.516155116,0.477835234
Palladium (new) - Periodic Table of Videos,Physical Science,0.786773892,0.152715474,0.467806145,0.292586361
Cadmium - Periodic Table of Videos,Physical Science,0.714708014,0.080869176,0.483582348,0.399276379
Silicon - Periodic Table of Videos,Physical Science,0.752004233,0.058441558,0.478562983,0.366289324
Einstein's Theory of General Relativity,Physical Science,0.811070512,0.112394062,0.452252972,0.371574008
Rutherfordium - Periodic Table of Videos,Physical Science,0.730286019,0.013888889,0.443405221,0.265392749
Yttrium - Periodic Table Videos,Physical Science,0.693987693,0.06122449,0.387571509,0.276608236
What is entropy? - Jeff Phillips,Physical Science,0.700600127,0.061918942,0.427590136,0.312190483
What's the ultimate campfire fuel?,Physical Science,0.748894221,0.068201194,0.482999076,0.386964949
Will we ever be able to teleport? - Sajan Saini,Physical Science,0.687598679,0.168307497,0.492575941,0.392391759
What in the world is topological quantum matter? - Fan Zhang,Physical Science,0.706141946,0.105296365,0.399186849,0.35628627
The otherworldly creatures in the ocean's deepest depths - Lidia Lins,Physical Science,0.724931698,0.062058012,0.434791087,0.275035044
Lawrencium - Periodic Table of Videos,Physical Science,0.854079029,0.066666667,0.401024532,0.232199556
Cobalt - Periodic Table of Videos,Physical Science,0.709731043,0.121553885,0.463382167,0.392150074
Ununtrium - Periodic Table of Videos,Physical Science,0.754831969,0.208333333,0.483359893,0.276318175
One day in the coldest village on Earth,Physical Science,0.682091365,0.058596838,0.394277663,0.128602639
Rhodium - Periodic Table of Videos,Physical Science,0.686357843,0.115,0.451328917,0.426357174
Magnesium - Periodic Table of Videos,Physical Science,0.757490867,0.07625765,0.435338306,0.260810333
Lithium - Periodic Table of Videos,Physical Science,0.726246013,0.103174603,0.415361722,0.336987177
Darmstadtium - Periodic Table of Videos,Physical Science,0.733385023,0.095238095,0.453580519,0.186269959
Mendelevium - Periodic Table of Videos,Physical Science,0.738362384,0.265734266,0.55821603,0.396900184
Sulfur - Periodic Table of Videos,Physical Science,0.726032048,0.066287879,0.42732919,0.212677278
Ruthenium - Periodic Table of Videos,Physical Science,0.709690627,0.07797619,0.404902896,0.257609979
Bohrium - Periodic Table of Videos,Physical Science,0.842794458,0.04,0.363315135,0.10705933
Fluorine - Periodic Table of Videos,Physical Science,0.76815211,0.098021978,0.485581372,0.250219887
Seaborgium - Periodic Table of Videos,Physical Science,0.814227779,0.104761905,0.461343841,0.388815398
Nobelium - Periodic Table of Videos,Physical Science,0.673583995,0.135555556,0.44292901,0.382702965
Thorium - Periodic Table of Videos,Physical Science,0.676934563,0.052727273,0.402792633,0.216606762
The deadly irony of gunpowder - Eric Rosado,Physical Science,0.686374096,0.104191664,0.457524789,0.38837829
Erbium - Periodic Table of Videos,Physical Science,0.658388543,0.193548387,0.471218119,0.296211179
Niobium - Periodic Table of Videos,Physical Science,0.761359874,0.087923729,0.467297281,0.381964534
Ununpentium - Periodic Table of Videos,Physical Science,0.690564844,0.112699245,0.408020212,0.190729671
Americium - Periodic Table of Videos,Physical Science,0.761472407,0.02173913,0.44747968,0.228992382
Thulium - Periodic Table of Videos,Physical Science,0.90016016,0.074074074,0.392483739,0.239315596
Argon - Periodic Table of Videos,Physical Science,0.765060817,0.100396825,0.41987131,0.160564969
Tantalum - Periodic Table of Videos,Physical Science,0.717669816,0.091666667,0.427076417,0.211190636
Potassium - Periodic Table of Videos,Physical Science,0.647077281,0.08423913,0.422555874,0.319392321
Tellurium - Periodic Table of Videos,Physical Science,0.759237983,0.07745098,0.36656294,0.188069438
Roentgenium - Periodic Table of Videos,Physical Science,0.850960852,0.054482759,0.350709875,0.151467406
Two objects. Same room. Two different temperatures?,Physical Science,0.638347799,0.041666667,0.391786534,0.277862931
Barium - Periodic Table of Videos,Physical Science,0.790688598,0.013513514,0.418539974,0.187342455
How a wound heals itself - Sarthak Sinha,Physical Science,0.751043146,0.100880647,0.459154044,0.303959723
Praseodymium - Periodic Table of Videos,Physical Science,0.679386361,0.119939271,0.415772898,0.16643271
Scandium - Periodic Table of Videos,Physical Science,0.762269546,0.06541868,0.407225154,0.289959064
Carbon - Periodic Table of Videos,Physical Science,0.722458654,0.144245248,0.452823195,0.377389662
Why don't oil and water mix? - John Pollard,Physical Science,0.754022591,0.040829175,0.3822497,0.286872983
Mercury - Periodic Table of Videos,Physical Science,0.775950273,0.070433437,0.415058436,0.338852573
Making waves: The power of concentration gradients - Sasha Wright,Physical Science,0.721086209,0.110463255,0.443488933,0.314706889
Phosphorus - Periodic Table of Videos,Physical Science,0.789932005,0.142592593,0.532379381,0.326991774
Hassium - Periodic Table of Videos,Physical Science,0.874492204,0.082469136,0.421018892,0.205942943
Terbium - Periodic Table of Videos,Physical Science,0.830675931,0.111351564,0.460535002,0.254998232
Calcium - Periodic Table of Videos,Physical Science,0.845516123,0.05,0.383730521,0.02557546
Samarium - Periodic Table of Videos,Physical Science,0.82218615,0.236111111,0.523514236,0.319908408
The uncertain location of electrons - George Zaidan and Charles Morton,Physical Science,0.737240738,0.10552193,0.444723992,0.365420887
Lanthanum - Periodic Table of Videos,Physical Science,0.76906323,0.0625,0.399536461,0.254594085
